Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2019 W25 Biella R32,L vs Giovine,53% (8/15),73% (8/11),1/2,0/0,50% (9/18),0/2,0/1,- (0/0),- (0/0)
2019 W25 Tarvisio R32,W vs Sekulic,36% (5/14),80% (8/10),2/3,1/2,50% (5/10),1/1,0/0,- (0/0),- (0/0)
2019 W25 Padova QF,L vs Goncalves,17% (1/6),0% (0/4),0/0,0/0,54% (7/13),2/4,1/2,- (0/0),- (0/0)
2019 W25 Padova R16,W vs Delai,47% (9/19),62% (8/13),2/4,1/1,44% (4/9),1/2,0/0,- (0/0),- (0/0)
2019 W25 Minsk QF,L vs Cascino,71% (5/7),100% (1/1),0/0,0/0,0% (0/5),0/2,0/1,- (0/0),- (0/0)
2019 W25 Chiasso R32,L vs Perrin,60% (3/5),67% (4/6),0/0,0/0,46% (6/13),2/4,0/1,0% (0/4),40% (2/5)
2019 W25 Tunis R32,L vs Yerolymos,33% (2/6),50% (5/10),0/0,0/0,0% (0/7),0/2,0/1,- (0/0),- (0/0)
2019 W25 Curitiba R32,L vs Gracheva,33% (3/9),33% (2/6),0/0,0/0,17% (1/6),0/2,0/1,- (0/0),- (0/0)
2017 Milovice $15K R32,L vs Rushiti,33% (3/9),25% (2/8),0/0,0/0,50% (5/10),4/6,0/1,- (0/0),- (0/0)
2017 Oslo $15K QF,L vs Yashina,29% (2/7),14% (1/7),0/0,0/0,17% (1/6),2/4,1/2,- (0/0),- (0/0)
2017 Oslo $15K R16,W vs Ganz,67% (8/12),70% (7/10),2/7,1/6,60% (9/15),1/2,1/1,50% (6/12),58% (7/12)
2017 Oslo $15K R32,W vs Storkaas,78% (7/9),50% (6/12),2/3,1/1,0% (0/2),0/0,0/0,- (0/0),- (0/0)
2017 Heraklion $15K SF,L vs Bondar,67% (2/3),22% (2/9),0/0,0/0,14% (1/7),1/3,1/2,- (0/0),- (0/0)
2017 Heraklion $15K QF,W vs Takamura,43% (10/23),57% (8/14),2/4,1/2,79% (11/14),0/1,0/0,17% (1/6),67% (4/6)
2017 Heraklion $15K R16,W vs Boev,63% (5/8),64% (7/11),2/4,1/3,40% (2/5),0/0,0/0,- (0/0),- (0/0)
2017 Santa Margherita Di Pula $25K R32,W vs Scala,47% (7/15),63% (5/8),2/3,1/1,33% (1/3),0/0,0/0,- (0/0),- (0/0)
2017 Bucha $15K F,W vs Lysa,45% (5/11),88% (7/8),2/5,1/1,55% (6/11),0/0,0/0,- (0/0),- (0/0)
2017 Bucha $15K R16,W vs Laguza,44% (4/9),62% (8/13),2/4,1/3,65% (11/17),0/0,0/0,- (0/0),- (0/0)
2017 Bucha $15K R32,W vs Nepliy,67% (6/9),60% (6/10),2/2,1/1,0% (0/1),0/0,0/0,- (0/0),- (0/0)
2017 Cairo $15K SF,L vs Kan,40% (2/5),40% (2/5),0/0,0/0,25% (2/8),0/2,0/1,- (0/0),- (0/0)
2019 (8 matches),,44.4%,59.0%,55.6%,66.7%,39.5%,31.6%,14.3%,0.0%,40.0%
2017 (33 matches),,50.2%,57.2%,53.5%,57.9%,49.0%,45.3%,52.2%,40.9%,53.3%
2016 (12 matches),,58.3%,58.1%,65.5%,66.7%,47.3%,37.5%,50.0%,35.0%,57.1%
2014 (6 matches),,59.3%,45.0%,50.0%,50.0%,54.2%,30.0%,40.0%,50.0%,33.3%
2013 (4 matches),,61.1%,49.1%,54.5%,100.0%,46.3%,55.6%,50.0%,25.0%,0.0%
Career (63 matches),,52.6%,55.7%,55.7%,61.3%,47.8%,41.1%,44.4%,37.2%,49.4%
