Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,12,Hard,23,11,12,47.8%,2,2,0,100.0%,2013,2025,R64,22,0.98,2.9%,5.6%,61.9%,60.6%,44.5%,54.5%,44.5%,51.1%,42.8%
Roland Garros,11,Clay,26,15,11,57.7%,6,2,4,33.3%,2013,2024,R16,20,1.02,1.6%,4.2%,62.4%,58.2%,47.3%,54.1%,46.9%,51.7%,41.8%
Wimbledon,10,Grass,15,4,11,26.7%,1,0,1,0.0%,2013,2024,R64,11,0.82,2.3%,7.0%,59.6%,62.5%,37.8%,52.5%,38.8%,50.9%,45.7%
US Open,10,Hard,21,11,10,52.4%,6,4,2,66.7%,2013,2024,R32,17,1.00,3.5%,5.6%,57.5%,65.7%,45.9%,57.3%,42.6%,56.9%,42.8%
Olympics,2,,8,5,3,62.5%,0,0,0,-,2016,2024,BR,8,0.93,1.5%,3.9%,67.0%,56.3%,50.3%,54.3%,42.4%,51.5%,49.3%
Fed Cup,6,,12,7,5,58.3%,1,0,1,0.0%,2015,2020,,8,0.97,1.6%,5.0%,68.9%,61.8%,38.3%,54.5%,44.2%,64.6%,56.9%
Doha,2,Hard,2,0,2,0.0%,0,0,0,-,2016,2025,R64,2,0.75,2.5%,11.0%,62.7%,54.1%,31.8%,45.8%,40.5%,47.6%,55.6%
Brisbane,3,Hard,7,3,4,42.9%,0,0,0,-,2016,2024,R32,7,0.88,2.7%,6.6%,61.2%,64.7%,40.3%,55.2%,39.2%,49.2%,38.3%
Guadalajara,4,Hard,9,5,4,55.6%,1,1,0,100.0%,2019,2024,QF,9,1.00,3.0%,3.7%,61.0%,62.2%,45.9%,55.9%,44.0%,48.5%,42.9%
Prague,5,Clay,13,8,5,61.5%,2,2,0,100.0%,2018,2024,QF,13,1.05,2.0%,4.0%,59.6%,57.9%,42.2%,51.6%,50.8%,47.7%,48.9%
Budapest,5,Clay,11,6,5,54.5%,0,0,0,-,2018,2024,SF,11,1.01,2.0%,4.7%,59.7%,62.3%,42.9%,54.5%,46.2%,43.0%,45.9%
Bastad 125,2,Clay,5,3,2,60.0%,1,1,0,100.0%,2022,2024,QF,5,1.05,1.9%,4.1%,57.5%,64.6%,43.3%,55.6%,46.7%,51.3%,51.2%
