Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2024,35,16,19,45.7%,33-48,40.7%,335-411,44.9%,4-2,66.7%,35,53.2%,36.2%,2.0%,5.3%,61.1%,58.3%,41.1%,51.6%,43.4%,47.5%,0.90,BR (Paris Olympics)
2023,28,12,16,42.9%,29-36,44.6%,299-309,49.2%,3-2,60.0%,26,61.5%,36.3%,3.1%,5.4%,57.7%,62.9%,44.3%,55.0%,43.8%,49.6%,0.98,QF (2x)
2022,26,8,18,30.8%,20-39,33.9%,230-304,43.1%,3-2,60.0%,24,51.9%,33.5%,2.4%,5.3%,56.2%,57.0%,42.4%,50.6%,42.9%,46.8%,0.87,QF (Guadalajara)
2021,30,14,16,46.7%,34-37,47.9%,314-330,48.8%,3-1,75.0%,30,61.6%,35.2%,2.1%,3.6%,60.2%,61.0%,47.3%,55.6%,43.2%,49.5%,0.97,QF (4x)
2020,11,6,5,54.5%,14-12,53.8%,123-123,50.0%,1-0,100.0%,11,54.5%,44.3%,1.8%,5.5%,67.1%,56.5%,42.7%,52.0%,47.4%,49.7%,0.99,R16 (2x)
2019,20,7,13,35.0%,18-28,39.1%,195-242,44.6%,2-5,28.6%,20,49.3%,40.0%,2.2%,6.4%,62.9%,56.7%,39.3%,50.2%,45.8%,48.0%,0.92,F (Hobart)
2018,27,12,15,44.4%,29-33,46.8%,273-296,48.0%,2-3,40.0%,27,56.3%,39.7%,1.4%,5.1%,63.9%,57.5%,43.7%,52.5%,46.4%,49.5%,0.98,W (Bogota)
2017,1,0,1,0.0%,0-2,0.0%,4-12,25.0%,0-0,-,1,37.5%,12.5%,1.9%,11.5%,55.8%,51.7%,30.4%,42.3%,32.0%,37.3%,0.55,
2016,32,7,25,21.9%,20-54,27.0%,277-386,41.8%,0-3,0.0%,32,49.4%,33.6%,1.8%,8.1%,63.9%,57.9%,36.7%,50.2%,43.0%,46.7%,0.86,R16 (4x)
2015,62,40,22,64.5%,86-59,59.3%,708-601,54.1%,4-7,36.4%,44,65.2%,46.1%,2.6%,5.9%,66.8%,62.0%,51.3%,58.4%,45.8%,52.2%,1.10,W (2x)
2014,22,5,17,22.7%,16-38,29.6%,215-296,42.1%,2-4,33.3%,19,-,-,1.1%,5.8%,64.8%,57.4%,39.3%,51.0%,42.4%,46.7%,0.86,R16 (Linz)
2013,10,3,7,30.0%,6-16,27.3%,85-116,42.3%,2-0,100.0%,6,-,-,2.1%,5.4%,66.3%,56.3%,39.2%,50.5%,37.6%,44.2%,0.76,R16 (Katowice)
Career,304,130,174,42.8%,305-402,43.1%,3058-3426,47.2%,26-29,47.3%,275,56.4%,38.0%,2.1%,5.7%,62.5%,59.0%,43.2%,53.1%,44.1%,48.6%,0.94,
