Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,163,66,97,40.5%,157-228,40.8%,1640-1903,46.3%,16-15,51.6%,145,55.9%,35.6%,2.4%,5.9%,61.9%,59.3%,43.0%,53.1%,43.2%,48.2%,0.92
Clay,125,61,64,48.8%,138-147,48.4%,1271-1319,49.1%,10-11,47.6%,115,57.0%,41.8%,1.6%,5.1%,63.7%,58.3%,44.0%,53.1%,45.8%,49.5%,0.98
Grass,15,2,13,13.3%,8-27,22.9%,135-197,40.7%,0-3,0.0%,14,57.4%,26.6%,2.6%,7.3%,58.9%,61.9%,39.6%,52.7%,39.0%,45.9%,0.83
Grand Slams,60,21,39,35.0%,55-89,38.2%,624-747,45.5%,6-7,46.2%,54,56.6%,34.0%,2.4%,5.8%,60.4%,60.2%,43.1%,53.4%,42.5%,48.0%,0.91
Premiers,38,12,26,31.6%,29-57,33.7%,345-437,44.1%,2-6,25.0%,31,51.7%,32.7%,2.6%,7.2%,63.7%,56.7%,42.4%,51.5%,41.2%,46.4%,0.85
Internationals,156,77,79,49.4%,174-189,47.9%,1588-1667,48.8%,16-12,57.1%,149,57.3%,41.5%,2.0%,5.5%,62.5%,59.4%,43.1%,53.3%,45.7%,49.5%,0.98
Finals,5,3,2,60.0%,6-4,60.0%,47-47,50.0%,1-1,50.0%,5,45.7%,54.3%,3.3%,5.4%,64.0%,56.3%,35.8%,48.9%,50.3%,49.6%,0.99
Semi-finals,11,5,6,45.5%,12-14,46.2%,111-122,47.6%,1-0,100.0%,10,55.8%,39.6%,2.0%,5.5%,66.3%,59.0%,44.0%,54.0%,45.5%,49.9%,0.99
Quarter-finals,22,11,11,50.0%,19-26,42.2%,187-208,47.3%,0-0,-,20,57.1%,37.5%,1.6%,4.7%,60.1%,60.8%,44.3%,54.2%,41.8%,48.2%,0.91
vs Righties,279,120,159,43.0%,281-368,43.3%,2810-3143,47.2%,24-26,48.0%,253,56.7%,37.9%,2.1%,5.6%,62.5%,59.2%,42.9%,53.1%,44.1%,48.6%,0.94
vs Lefties,20,8,12,40.0%,19-28,40.4%,195-231,45.8%,2-3,40.0%,17,53.7%,38.1%,1.6%,6.0%,62.6%,57.4%,46.4%,53.3%,43.7%,48.6%,0.94
vs Top 10,15,3,12,20.0%,9-25,26.5%,130-188,40.9%,0-1,0.0%,13,46.4%,37.0%,1.3%,6.2%,65.1%,54.8%,41.3%,50.1%,41.7%,45.9%,0.84
