Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,9,3,6,33.3%,6-15,28.6%,82-114,41.8%,1-1,50.0%,9,54.0%,28.6%,2.4%,4.9%,58.7%,61.3%,39.7%,52.4%,40.7%,46.5%,0.85
Clay,17,9,8,52.9%,18-21,46.2%,168-186,47.5%,0-1,0.0%,17,52.8%,42.7%,1.9%,5.2%,63.7%,55.3%,43.7%,51.1%,45.8%,48.5%,0.94
Grass,1,0,1,0.0%,1-2,33.3%,10-15,40.0%,0-0,-,1,66.7%,15.4%,3.8%,6.3%,60.8%,72.9%,32.3%,57.0%,32.9%,45.4%,0.76
Grand Slams,3,0,3,0.0%,2-6,25.0%,29-41,41.4%,0-1,0.0%,3,51.4%,32.4%,2.9%,7.0%,60.1%,58.9%,35.1%,49.4%,41.7%,45.8%,0.82
Premiers,1,0,1,0.0%,0-2,0.0%,6-12,33.3%,0-0,-,1,55.6%,11.1%,4.1%,2.0%,61.2%,53.3%,42.1%,49.0%,35.0%,41.3%,0.69
Internationals,12,7,5,58.3%,12-17,41.4%,123-141,46.6%,1-0,100.0%,12,51.8%,40.7%,2.0%,5.0%,60.0%,59.4%,40.4%,51.8%,45.8%,48.8%,0.95
Semi-finals,3,0,3,0.0%,1-6,14.3%,21-40,34.4%,0-0,-,3,35.5%,33.3%,1.0%,5.5%,63.7%,50.0%,35.6%,44.8%,43.1%,43.9%,0.78
Quarter-finals,3,3,0,100.0%,4-2,66.7%,30-23,56.6%,0-0,-,3,65.5%,42.9%,2.7%,3.3%,58.2%,62.6%,55.8%,59.8%,38.1%,49.0%,0.95
vs Righties,25,11,14,44.0%,23-36,39.0%,244-295,45.3%,1-2,33.3%,25,54.7%,35.8%,2.2%,5.2%,62.3%,58.6%,41.8%,52.3%,42.9%,47.6%,0.90
vs Lefties,2,1,1,50.0%,2-2,50.0%,16-20,44.4%,0-0,-,2,38.9%,50.0%,1.7%,3.4%,56.3%,47.8%,40.4%,44.5%,52.6%,48.5%,0.95
vs Top 10,4,2,2,50.0%,5-5,50.0%,46-51,47.4%,0-0,-,4,54.2%,40.8%,1.0%,4.2%,71.3%,52.9%,53.9%,53.2%,39.3%,46.4%,0.84
