Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2024 Olympics BR,L vs Swiatek,0.0%,-,2.4%,100.0%,6.0%,8.3%,0.0%,11.4%,25.0%,0.0%,-,-70,-60
2024 Olympics SF,L vs Vekic,0.0%,-,4.3%,100.0%,9.1%,11.1%,0.0%,3.2%,0.0%,1.5%,100.0%,-48,-40
2024 Olympics R16,W vs Paolini,0.0%,-,2.0%,50.0%,7.3%,26.1%,0.0%,11.3%,26.3%,1.3%,25.0%,-38,-15
2024 Australian Open R128,L vs Gauff,0.0%,-,5.3%,50.0%,6.9%,14.3%,0.0%,1.7%,7.7%,0.0%,-,-96,-93
2023 Roland Garros R16,L vs Gauff,0.0%,-,6.1%,75.0%,12.9%,19.0%,50.0%,6.9%,21.1%,0.4%,0.0%,-23,-22
2023 Roland Garros R32,W vs Day,0.0%,-,7.7%,100.0%,6.8%,10.9%,13.3%,9.1%,7.4%,0.6%,0.0%,-84,-76
2023 Roland Garros R64,W vs Bolsova,0.0%,-,6.7%,77.8%,9.5%,17.1%,0.0%,8.8%,20.0%,0.7%,0.0%,-47,-51
2023 Roland Garros R128,W vs Kudermetova,0.0%,-,3.0%,100.0%,5.7%,13.3%,0.0%,8.2%,22.2%,0.5%,0.0%,-69,-39
2023 Monterrey R32,W vs Bouzkova,0.0%,-,6.9%,66.7%,12.4%,17.9%,0.0%,10.1%,19.0%,0.3%,100.0%,-38,-37
2023 Australian Open R64,L vs Giorgi,0.0%,-,0.8%,0.0%,5.3%,0.0%,0.0%,7.0%,25.0%,0.0%,-,-61,2
2022 ITF Trnava SF,W vs Havlickova,0.0%,-,1.0%,100.0%,13.1%,35.7%,0.0%,22.4%,100.0%,0.0%,-,3,48
2022 Rabat R32,W vs Reyngold,0.0%,-,12.2%,72.7%,11.4%,11.8%,0.0%,7.5%,22.2%,0.0%,-,-55,-45
2020 Roland Garros R32,L vs Podoroska,0.0%,-,10.4%,58.3%,3.8%,13.3%,0.0%,9.2%,42.1%,2.0%,33.3%,-97,-102
2019 Hobart F,L vs Kenin,0.0%,-,6.9%,42.9%,10.8%,33.3%,50.0%,3.9%,18.2%,0.5%,0.0%,-57,-46
2018 Fed Cup RR,L vs Sabalenka,0.0%,-,4.7%,83.3%,13.5%,50.0%,0.0%,17.1%,50.0%,0.0%,-,-151,-93
2018 Bogota F,W vs Arruabarrena,0.0%,-,7.1%,75.0%,7.7%,14.7%,0.0%,9.8%,30.8%,0.0%,-,-57,-59
2016 Rome R64,L vs Friedsam,0.0%,-,2.4%,100.0%,8.1%,8.3%,0.0%,6.8%,28.6%,0.8%,0.0%,-43,-63
2016 Indian Wells R64,L vs Puig,0.0%,-,2.8%,66.7%,4.6%,4.8%,100.0%,6.3%,38.5%,0.7%,50.0%,-17,-20
2016 Sydney R32,W vs Bacsinszky,0.0%,-,6.0%,66.7%,10.4%,31.3%,0.0%,6.8%,20.0%,0.3%,100.0%,-46,-27
2016 Brisbane R32,L vs Lepchenko,0.0%,-,0.0%,0.0%,4.0%,7.7%,0.0%,5.8%,5.6%,0.0%,-,-72,-26
Career (32 matches),,0.0%,-,5.7%,67.8%,8.8%,14.4%,13.6%,9.2%,21.9%,0.5%,34.9%,-59,-51
