Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2024 Olympics BR,L vs Swiatek,4.0,4.2,3.7,33.3%,40.0%,33.3%,0.0%,49.2%,9.1%,-1.0,-1.7,-5.0,-8.6
2024 Olympics SF,L vs Vekic,3.8,3.4,4.1,37.3%,44.4%,33.3%,16.7%,66.9%,6.8%,-3.5,-4.2,-6.0,-16.2
2024 Olympics R16,W vs Paolini,3.8,3.9,3.6,51.8%,42.6%,45.8%,50.0%,48.9%,2.5%,4.0,3.0,5.5,3.6
2024 Australian Open R128,L vs Gauff,5.1,6.3,3.9,24.2%,35.0%,30.0%,25.0%,54.9%,5.4%,-3.0,-3.5,-6.5,-9.3
2023 Roland Garros R16,L vs Gauff,4.5,4.8,4.2,44.6%,33.3%,38.5%,55.6%,49.8%,3.2%,9.5,8.3,-8.5,-7.1
2023 Roland Garros R32,W vs Day,6.9,6.6,7.2,54.8%,60.0%,61.1%,65.5%,46.6%,2.3%,4.5,3.0,17.5,10.4
2023 Roland Garros R64,W vs Bolsova,6.7,5.9,7.5,54.7%,53.8%,52.0%,61.3%,58.3%,1.2%,11.0,4.7,10.0,6.0
2023 Roland Garros R128,W vs Kudermetova,4.5,4.2,4.9,64.7%,52.2%,75.0%,42.9%,58.9%,9.6%,4.0,3.5,5.5,7.3
2023 Monterrey R32,W vs Bouzkova,5.2,5.8,4.6,49.3%,68.2%,50.0%,68.0%,50.8%,3.3%,12.0,7.9,11.0,7.6
2023 Australian Open R64,L vs Giorgi,3.3,3.5,3.2,44.3%,40.0%,50.0%,60.0%,42.8%,10.1%,-5.0,-7.5,-7.0,-7.9
2022 ITF Trnava SF,W vs Havlickova,3.7,3.8,3.6,54.8%,66.7%,63.6%,50.0%,48.4%,7.6%,7.0,10.4,13.5,18.5
2022 Rabat R32,W vs Reyngold,5.0,5.0,5.1,59.1%,55.0%,71.4%,50.0%,54.1%,4.4%,8.0,7.7,1.5,1.8
2020 Roland Garros R32,L vs Podoroska,6.1,6.1,6.1,35.9%,40.0%,51.9%,42.1%,56.6%,6.9%,-4.0,-2.6,9.0,7.7
2019 Hobart F,L vs Kenin,4.7,5.1,4.4,34.0%,35.5%,58.3%,41.7%,48.1%,8.2%,3.0,3.2,-6.5,-6.5
2018 Fed Cup RR,L vs Sabalenka,3.2,3.2,3.2,48.7%,39.0%,50.0%,50.0%,47.2%,8.0%,6.5,12.3,5.5,8.3
2018 Bogota F,W vs Arruabarrena,5.2,5.5,4.8,56.8%,56.3%,45.5%,71.4%,50.4%,6.3%,5.5,4.3,9.0,7.8
2016 Rome R64,L vs Friedsam,4.8,4.9,4.8,38.8%,51.9%,45.5%,45.5%,42.8%,4.6%,2.0,2.0,1.0,0.7
2016 Indian Wells R64,L vs Puig,5.4,6.3,4.6,32.0%,48.0%,54.5%,31.8%,50.0%,7.4%,-3.0,-2.3,-3.5,-2.8
2016 Sydney R32,W vs Bacsinszky,5.6,5.6,5.5,50.0%,53.8%,35.0%,60.7%,45.8%,2.0%,7.5,4.5,9.0,4.6
2016 Brisbane R32,L vs Lepchenko,4.2,4.1,4.4,32.1%,44.0%,50.0%,53.8%,47.1%,4.0%,-3.5,-4.5,0.5,0.5
Career (32 matches),,4.9,5.0,4.8,48.7%,48.1%,47.2%,52.5%,48.2%,4.8%,5.1,4.2,4.9,3.8
