Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
13-May-2024,Parma 125,Clay,F,67,80,(4) Schmiedlova d. (8) Mayar Sherif [EGY],7-5 2-6 6-4,1.02,2.4%,4.7%,56.5%,47.9%,56.8%,8/15,2:53
18-Sep-2023,Parma 125,Clay,F,58,71,(2) Ana Bogdan [ROU] d. (1) Schmiedlova,7-5 6-1,0.82,1.3%,5.2%,48.1%,48.6%,47.5%,12/18,1:53
10-Oct-2022,W60 Trnava,Hard,F,107,156,(8) Eva Lys [GER] d. (2) Schmiedlova,6-2 4-6 6-2,,,,,,,,
26-Jul-2021,Belgrade 125K,Clay,F,122,85,Schmiedlova d. (2) Arantxa Rus [NED],6-3 6-3,1.60,6.3%,6.3%,69.8%,81.8%,36.8%,5/6,1:46
07-Jan-2019,Hobart,Hard,F,77,56,Sofia Kenin [USA] d. Schmiedlova,6-3 6-0,0.62,6.5%,10.9%,65.2%,43.3%,31.3%,3/9,1:11
09-Apr-2018,Bogota,Clay,F,132,79,Schmiedlova d. (5) Lara Arruabarrena [ESP],6-2 6-4,1.23,1.8%,5.4%,55.4%,58.1%,28.0%,1/6,1:20
23-Oct-2017,Macon GA $80K,Hard,F,181,306,Schmiedlova d. Victoria Duval [USA],6-4 6-1,,,,,,,,
07-Aug-2017,Landisville PA $25K,Hard,F,196,218,Vera Lapko [BLR] d. (5) Schmiedlova,4-6 6-4 7-6(4),,,,,,,,
05-Jun-2017,Stare Splavy $25K,Clay,F,250,243,(3) Schmiedlova d. (2) Vera Lapko [BLR],6-4 7-5,,,,,,,,
29-May-2017,Grado $25K,Clay,F,250,221,Schmiedlova d. (5) Martina Trevisan [ITA],2-6 6-2 6-4,,,,,,,,
