Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2025,2,1,1,50.0%,2-3,40.0%,28-25,52.8%,0-2,0.0%,2,68.0%,42.3%,1.2%,7.2%,62.0%,62.1%,47.6%,56.6%,43.9%,50.1%,1.01,R16 (Mumbai 125)
2024,21,13,8,61.9%,28-20,58.3%,227-198,53.4%,1-1,50.0%,14,59.2%,51.4%,2.2%,3.5%,64.0%,60.9%,42.7%,54.3%,50.4%,52.4%,1.10,W (Parma 125)
2023,18,10,8,55.6%,21-20,51.2%,200-190,51.3%,2-3,40.0%,14,57.0%,48.7%,2.3%,5.1%,59.3%,61.5%,43.2%,54.1%,49.0%,51.5%,1.07,F (Parma 125)
2022,30,19,11,63.3%,42-24,63.6%,333-271,55.1%,4-4,50.0%,18,66.3%,38.1%,2.8%,4.5%,58.6%,63.1%,46.5%,56.3%,45.3%,50.9%,1.04,F (W60 Trnava)
2021,13,9,4,69.2%,18-13,58.1%,153-142,51.9%,3-0,100.0%,13,61.6%,41.8%,2.2%,4.6%,63.1%,60.8%,44.0%,54.6%,47.0%,51.0%,1.04,W (Belgrade 125K)
2020,8,5,3,62.5%,10-7,58.8%,79-71,52.7%,1-0,100.0%,5,67.4%,52.2%,2.8%,1.7%,63.2%,62.1%,50.0%,57.6%,51.2%,54.3%,1.21,QF (Prague)
2019,6,4,2,66.7%,8-5,61.5%,62-51,54.9%,1-0,100.0%,6,70.2%,38.2%,2.1%,4.0%,65.1%,65.9%,43.2%,57.9%,45.9%,52.2%,1.09,SF (Bol)
2018,21,12,9,57.1%,24-19,55.8%,207-173,54.5%,0-4,0.0%,5,49.0%,66.0%,0.9%,3.6%,61.7%,56.3%,38.8%,49.6%,56.6%,53.2%,1.12,SF (2x)
2017,60,39,21,65.0%,87-59,59.6%,729-644,53.1%,10-6,62.5%,0,,,,,,,,,,,,W (3x)
2016,3,1,2,33.3%,4-5,44.4%,41-40,50.6%,0-0,-,0,,,,,,,,,,,,R16 (Versmold $50K)
2014,23,19,4,82.6%,37-14,72.5%,267-204,56.7%,4-1,80.0%,0,,,,,,,,,,,,W (2x)
2013,34,23,11,67.6%,49-26,65.3%,394-285,58.0%,3-4,42.9%,0,,,,,,,,,,,,W (Civitavecchia 25K)
2012,60,48,12,80.0%,102-33,75.6%,734-495,59.7%,7-3,70.0%,0,,,,,,,,,,,,W (5x)
2011,22,12,10,54.5%,28-21,57.1%,247-199,55.4%,1-3,25.0%,0,,,,,,,,,,,,W (Yerevan 10K)
2010,5,2,3,40.0%,6-6,50.0%,51-55,48.1%,1-0,100.0%,0,,,,,,,,,,,,R16 (2x)
Career,326,217,109,66.6%,466-275,62.9%,3752-3043,55.2%,38-31,55.1%,77,61.6%,45.9%,2.3%,4.3%,61.5%,61.6%,44.3%,55.0%,48.3%,51.7%,1.07,
