Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2024 Olympics BR,L vs Swiatek,67.5%,33.3%,12.5%,3/2,2.38,3.1%,64.5%,40.0%,6.5%,2.25,4.8%,87.5%,14.3%,37.5%,2.65,0.0%
2024 Olympics SF,L vs Vekic,62.2%,32.1%,11.1%,3/2,2.62,13.3%,51.7%,40.0%,3.4%,2.78,18.8%,100.0%,23.1%,30.8%,2.41,7.1%
2024 Olympics R16,W vs Paolini,75.3%,52.1%,9.3%,8/1,2.80,2.6%,77.3%,52.9%,1.5%,2.82,4.7%,91.7%,50.0%,33.3%,2.78,0.0%
2024 Australian Open R128,L vs Gauff,65.8%,48.0%,5.3%,1/1,2.30,0.0%,57.1%,50.0%,0.0%,2.37,0.0%,81.3%,46.2%,12.5%,2.24,0.0%
2023 Roland Garros R16,L vs Gauff,61.9%,43.6%,11.1%,3/4,2.59,0.0%,65.0%,38.5%,5.0%,2.67,0.0%,81.3%,53.8%,31.3%,2.49,0.0%
2023 Roland Garros R32,W vs Day,84.0%,66.7%,6.0%,3/0,2.45,4.7%,87.1%,66.7%,3.2%,2.34,8.0%,83.3%,66.7%,11.1%,2.59,0.0%
2023 Roland Garros R64,W vs Bolsova,82.8%,58.5%,0.0%,0/0,2.05,11.7%,83.7%,56.1%,0.0%,2.09,17.5%,100.0%,66.7%,0.0%,1.97,0.0%
2023 Roland Garros R128,W vs Kudermetova,81.5%,65.9%,1.9%,1/0,2.45,3.1%,85.7%,62.5%,0.0%,2.42,5.3%,90.9%,70.0%,4.5%,2.50,0.0%
2023 Monterrey R32,W vs Bouzkova,76.6%,61.2%,6.3%,2/2,2.25,11.5%,76.1%,60.0%,2.2%,2.19,20.0%,93.3%,64.3%,20.0%,2.33,0.0%
2023 Australian Open R64,L vs Giorgi,62.5%,50.0%,9.4%,3/3,2.13,2.3%,72.7%,33.3%,6.1%,1.95,3.8%,66.7%,75.0%,16.7%,2.38,0.0%
2022 ITF Trnava SF,W vs Havlickova,64.0%,56.3%,8.0%,2/2,2.42,6.7%,62.5%,53.3%,4.2%,2.31,11.8%,70.8%,58.8%,12.5%,2.58,0.0%
2022 Rabat R32,W vs Reyngold,89.5%,61.8%,5.3%,2/0,2.30,7.5%,95.8%,47.8%,8.3%,2.38,6.7%,91.7%,90.9%,0.0%,2.04,10.0%
2020 Roland Garros R32,L vs Podoroska,81.5%,54.5%,7.4%,3/1,2.63,0.0%,84.6%,51.5%,2.6%,2.70,0.0%,78.6%,63.6%,21.4%,2.40,0.0%
2019 Hobart F,L vs Kenin,85.7%,43.8%,1.8%,1/0,2.86,16.7%,85.4%,46.3%,2.1%,2.97,24.0%,87.5%,28.6%,0.0%,2.62,0.0%
2018 Fed Cup RR,L vs Sabalenka,66.7%,47.8%,13.0%,7/2,2.62,0.0%,66.7%,43.3%,8.9%,2.50,0.0%,80.0%,56.3%,25.0%,2.83,0.0%
2018 Bogota F,W vs Arruabarrena,83.9%,74.5%,3.6%,2/0,2.66,19.6%,88.2%,86.7%,0.0%,2.34,32.0%,89.5%,52.9%,10.5%,3.04,4.8%
2016 Rome R64,L vs Friedsam,67.7%,38.1%,6.5%,3/1,2.45,2.0%,61.9%,38.5%,4.8%,2.55,2.7%,84.2%,37.5%,10.5%,2.15,0.0%
2016 Indian Wells R64,L vs Puig,66.1%,59.5%,1.8%,1/0,2.41,2.6%,63.9%,69.6%,2.8%,2.37,3.6%,73.7%,42.9%,0.0%,2.50,0.0%
2016 Sydney R32,W vs Bacsinszky,78.1%,52.0%,10.9%,5/2,2.40,3.2%,87.2%,47.1%,7.7%,2.34,4.3%,88.9%,62.5%,22.2%,2.61,0.0%
2016 Brisbane R32,L vs Lepchenko,79.1%,44.1%,7.0%,3/0,2.37,0.0%,75.0%,23.8%,3.6%,2.38,0.0%,86.7%,76.9%,13.3%,2.37,0.0%
Career (32 matches),,75.6%,53.3%,7.3%,67.8%,2.42,5.9%,77.5%,51.0%,4.4%,2.41,8.0%,85.1%,57.6%,14.9%,2.44,1.8%
