Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-16),360,130,348,1423,325,1394,299,1392,,,,,,
2025,520,80,336,1433,308,1406,292,1397,,,,,,
2024,254,217,307,1440,290,1407,275,1412,216,1418,223,302,,
2023,424,106,337,1385,320,1356,306,1365,211,1408,,,,
2022,289,178,245,1501,235,1458,253,1439,151,1488,,,,
2021,183,361,179,1570,154,1549,233,1455,154,1504,,,,
2020,245,223,210,1493,199,1460,207,1440,,,163,463,,
2019,253,183,229,1513,241,1456,206,1474,208,1411,176,399,,
2018,258,168,234,1496,233,1445,202,1481,,,506,33,,
2017,348,131,264,1458,259,1413,228,1446,216,1392,785,49,,
2016,232,228,229,1502,210,1467,212,1459,,,314,213,,
2015,407,107,365,1312,324,1312,351,1249,,,695,71,,
2014,476,78,,,,,,,,,527,103,,
2013,1086,8,,,,,,,,,808,43,,
