Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,3,Hard,3,0,3,0.0%,0,0,0,-,2018,2020,Q1,3,0.54,3.6%,7.2%,56.0%,60.2%,35.6%,49.4%,27.5%,58.1%,25.0%
Roland Garros,4,Clay,5,1,4,20.0%,3,1,2,33.3%,2016,2021,Q2,2,0.82,0.0%,7.2%,56.9%,63.2%,34.8%,51.0%,40.2%,52.4%,54.5%
Wimbledon,4,Grass,4,0,4,0.0%,2,0,2,0.0%,2016,2021,Q1,2,0.64,0.7%,1.5%,61.3%,51.2%,45.3%,48.9%,32.7%,59.1%,57.1%
US Open,4,Hard,4,0,4,0.0%,0,0,0,-,2015,2019,Q1,2,0.75,1.0%,4.8%,57.1%,56.7%,40.0%,49.5%,37.9%,33.3%,37.5%
Hong Kong,5,Hard,10,4,6,40.0%,4,2,2,50.0%,2016,2025,R32,10,0.96,5.0%,7.9%,58.8%,66.9%,40.3%,56.0%,42.4%,47.5%,37.8%
Ningbo,2,Hard,2,0,2,0.0%,0,0,0,-,2023,2024,Q1,2,0.79,1.8%,11.9%,48.6%,58.5%,39.3%,48.6%,40.8%,50.0%,20.0%
Beijing,5,Hard,7,2,5,28.6%,0,0,0,-,2006,2024,Q2,3,0.86,1.3%,7.7%,51.7%,61.2%,46.0%,53.8%,39.7%,62.2%,32.3%
Seoul,2,Hard,6,4,2,66.7%,0,0,0,-,2015,2024,R32,3,1.16,3.7%,8.0%,49.7%,62.4%,56.4%,59.4%,47.3%,66.7%,63.2%
Guangzhou,5,Hard,10,5,5,50.0%,3,0,3,0.0%,2008,2023,R32,8,1.03,5.6%,6.5%,54.9%,68.0%,46.2%,58.2%,43.0%,68.6%,42.0%
Lyon,2,Hard,3,1,2,33.3%,0,0,0,-,2020,2021,Q2,3,0.80,1.2%,4.7%,60.8%,59.6%,32.8%,49.1%,40.7%,50.0%,42.9%
