Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,12,8,4,66.7%,17-10,63.0%,136-100,57.6%,0-1,0.0%,12,64.3%,51.7%,1.7%,4.7%,60.6%,59.9%,48.8%,55.5%,49.8%,52.6%,1.12,SF (W35 Monastir)
2025,55,30,25,54.5%,67-54,55.4%,568-505,52.9%,4-2,66.7%,55,64.9%,42.3%,2.8%,6.0%,58.9%,64.2%,46.6%,57.0%,46.9%,51.8%,1.09,W (W15 Hong Kong)
2024,52,31,21,59.6%,67-46,59.3%,544-464,54.0%,5-1,83.3%,0,,,,,,,,,,,,F (W50 Taizhou)
2023,53,32,21,60.4%,68-47,59.1%,564-488,53.6%,5-3,62.5%,0,,,,,,,,,,,,F (W15 Irvine CA)
2022,56,26,30,46.4%,59-69,46.1%,613-611,50.1%,6-10,37.5%,0,,,,,,,,,,,,SF (2x)
2021,25,8,17,32.0%,23-37,38.3%,261-300,46.5%,2-6,25.0%,1,66.7%,25.0%,2.2%,5.6%,60.0%,55.6%,58.3%,56.7%,37.0%,47.4%,0.85,SF (W25 Redding CA)
2020,1,0,1,0.0%,1-2,33.3%,9-16,36.0%,0-0,-,0,,,,,,,,,,,,R32 (W25 Macon)
2019,56,37,19,66.1%,77-50,60.6%,659-539,55.0%,6-8,42.9%,1,44.4%,30.0%,2.0%,4.0%,60.0%,53.3%,45.0%,50.0%,39.3%,44.1%,0.79,W (2x)
2018,54,34,20,63.0%,71-52,57.7%,596-508,54.0%,3-9,25.0%,7,69.7%,30.0%,4.5%,5.6%,55.7%,68.0%,44.7%,57.6%,40.5%,49.6%,0.96,W (Wuhan $25K)
2017,41,27,14,65.9%,57-37,60.6%,481-396,54.8%,6-6,50.0%,4,64.3%,39.0%,2.9%,4.7%,56.6%,64.5%,43.7%,55.5%,47.0%,51.2%,1.06,W (2x)
2016,41,22,19,53.7%,52-46,53.1%,463-433,51.7%,3-4,42.9%,1,42.9%,0.0%,2.2%,10.9%,47.8%,59.1%,37.5%,47.8%,26.7%,37.4%,0.51,W (Navi Mumbai $25K)
2015,48,32,16,66.7%,67-39,63.2%,540-419,56.3%,2-6,25.0%,0,,,,,,,,,,,,W (3x)
2014,77,45,32,58.4%,98-73,57.3%,818-753,52.1%,10-7,58.8%,0,,,,,,,,,,,,W (Petange 10K)
2013,56,39,17,69.6%,86-41,67.7%,668-497,57.3%,5-6,45.5%,0,,,,,,,,,,,,W (2x)
2012,49,33,16,67.3%,71-42,62.8%,573-457,55.6%,5-7,41.7%,0,,,,,,,,,,,,W (2x)
2011,43,30,13,69.8%,61-31,66.3%,478-380,55.7%,8-1,88.9%,0,,,,,,,,,,,,W (2x)
2010,25,8,17,32.0%,21-35,37.5%,247-287,46.3%,1-5,16.7%,0,,,,,,,,,,,,QF (3x)
2009,22,11,11,50.0%,25-24,51.0%,218-227,49.0%,3-2,60.0%,0,,,,,,,,,,,,SF (2x)
2008,23,17,6,73.9%,35-15,70.0%,260-203,56.2%,5-2,71.4%,0,,,,,,,,,,,,W (2x)
2007,8,1,7,12.5%,2-14,12.5%,51-93,35.4%,0-0,-,0,,,,,,,,,,,,SF (Khonkan 10K)
2006,8,1,7,12.5%,4-13,23.5%,66-100,39.8%,2-1,66.7%,0,,,,,,,,,,,,R16 (3x)
2005,1,0,1,0.0%,0-2,0.0%,6-12,33.3%,0-0,-,0,,,,,,,,,,,,R32 (Shanghai 25K)
Career,806,472,334,58.6%,1029-779,56.9%,8819-7788,53.1%,81-87,48.2%,81,64.8%,41.6%,2.7%,5.7%,58.7%,63.5%,46.6%,56.5%,46.4%,51.4%,1.07,
