Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,11,Hard,16,5,11,31.3%,6,2,4,33.3%,1984,1996,R32,7,1.01,5.1%,2.6%,62.5%,68.3%,50.0%,61.4%,39.0%,57.3%,44.9%
Roland Garros,13,Clay,29,16,13,55.2%,10,8,2,80.0%,1984,1996,QF,11,0.95,5.2%,3.9%,60.3%,69.7%,42.0%,58.7%,39.2%,57.0%,40.3%
Wimbledon,14,Grass,34,20,14,58.8%,19,10,9,52.6%,1983,1996,R16,12,1.14,6.5%,4.3%,60.8%,78.1%,45.2%,65.2%,39.8%,57.8%,44.3%
US Open,11,Hard,26,15,11,57.7%,10,6,4,60.0%,1984,1996,R16,13,1.08,7.2%,3.9%,61.2%,76.4%,47.8%,65.3%,37.5%,64.2%,41.7%
Olympics,3,,9,6,3,66.7%,3,1,2,33.3%,1984,1992,QF,0,,,,,,,,,,
Davis Cup,13,,53,34,19,64.2%,14,10,4,71.4%,1982,1996,,0,,,,,,,,,,
Basel,12,Hard,22,11,11,50.0%,11,5,6,45.5%,1983,1996,W,10,1.07,11.8%,4.6%,61.7%,75.5%,50.9%,66.1%,36.3%,56.0%,41.1%
Rotterdam,11,Carpet,28,18,10,64.3%,17,14,3,82.4%,1983,1996,W,8,0.99,11.1%,3.7%,57.2%,79.0%,53.6%,68.1%,31.7%,56.7%,37.1%
Milan,10,Carpet,26,16,10,61.5%,12,10,2,83.3%,1984,1996,SF,8,1.01,8.0%,3.0%,52.3%,74.4%,47.3%,61.5%,39.0%,66.7%,44.7%
Toulouse,9,Hard,22,13,9,59.1%,5,3,2,60.0%,1982,1994,SF,6,0.83,5.2%,5.2%,61.1%,71.8%,41.1%,59.9%,33.4%,50.0%,42.3%
Gstaad,9,Clay,21,12,9,57.1%,12,6,6,50.0%,1984,1996,F,9,0.97,9.2%,5.9%,54.8%,76.1%,47.7%,63.2%,35.7%,66.7%,28.4%
Dusseldorf,7,Clay,22,11,11,50.0%,4,1,3,25.0%,1986,1996,F,4,1.04,5.7%,1.6%,61.9%,69.7%,48.3%,61.6%,39.8%,70.7%,44.4%
