Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
16,Stefan Edberg [SWE],1,15,6.3%,9,3,6,33.3%,1985,1993,3,0.61,3.8%,6.1%,51.9%,64.5%,33.3%,49.5%,31.0%,43.3%,50.0%
11,Guy Forget [FRA],2,9,18.2%,9,2,7,22.2%,1985,1996,5,0.73,6.4%,4.1%,61.3%,74.3%,42.1%,61.9%,27.9%,66.7%,29.4%
11,Ivan Lendl [USA],1,10,9.1%,6,2,4,33.3%,1983,1991,2,0.78,7.9%,1.4%,61.2%,70.6%,44.4%,60.4%,30.8%,53.3%,42.9%
10,Anders Jarryd [SWE],4,6,40.0%,2,1,1,50.0%,1983,1994,2,0.81,3.0%,2.4%,55.0%,61.3%,46.1%,54.4%,36.8%,55.0%,55.6%
9,Goran Ivanisevic [CRO],4,5,44.4%,3,2,1,66.7%,1989,1996,4,0.89,10.5%,5.3%,58.8%,76.9%,37.2%,60.5%,35.3%,45.5%,37.5%
9,Jonas Svensson [SWE],5,4,55.6%,3,0,3,0.0%,1984,1992,3,0.95,8.0%,3.5%,60.7%,66.3%,47.2%,58.8%,39.0%,60.0%,37.5%
8,Boris Becker [GER],1,7,12.5%,2,0,2,0.0%,1984,1996,3,0.76,4.1%,4.4%,59.0%,70.0%,39.6%,57.6%,32.2%,43.5%,23.1%
8,Wally Masur [AUS],4,4,50.0%,3,1,2,33.3%,1984,1994,4,1.13,8.3%,4.3%,54.3%,80.4%,54.7%,68.7%,35.4%,50.0%,45.5%
8,Mats Wilander [SWE],2,6,25.0%,1,0,1,0.0%,1982,1991,1,2.04,13.7%,2.0%,58.8%,90.0%,66.7%,80.4%,40.0%,0,60.0%
7,Michael Chang [USA],1,6,14.3%,1,1,0,100.0%,1990,1996,5,0.65,6.7%,2.7%,59.6%,65.2%,42.7%,56.1%,28.4%,51.1%,15.8%
7,Pete Sampras [USA],1,6,14.3%,3,1,2,33.3%,1990,1996,6,0.93,12.1%,5.2%,56.7%,75.2%,51.0%,64.7%,32.9%,50.0%,26.3%
7,Jan Siemerink [NED],4,3,57.1%,10,6,4,60.0%,1991,1996,7,1.02,5.4%,5.1%,63.5%,73.3%,57.4%,67.5%,33.1%,73.2%,31.7%
7,Petr Korda [CZE],2,5,28.6%,5,1,4,20.0%,1990,1996,5,0.91,4.3%,3.8%,60.8%,72.8%,45.2%,61.9%,34.7%,61.1%,14.6%
7,Alexander Volkov [RUS],4,3,57.1%,4,2,2,50.0%,1989,1994,5,1.06,11.9%,4.0%,56.8%,79.6%,47.7%,65.8%,36.3%,57.7%,27.0%
7,Amos Mansdorf [ISR],4,3,57.1%,3,0,3,0.0%,1985,1993,1,1.75,9.8%,3.9%,52.9%,77.8%,66.7%,72.5%,48.1%,50.0%,26.7%
