Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,280,156,124,55.7%,363-309,54.0%,3331-3135,51.5%,52-66,44.1%,131,79.6%,22.1%,7.2%,4.2%,59.5%,73.4%,49.7%,63.8%,37.3%,50.5%,1.03
Clay,191,106,85,55.5%,256-229,52.8%,2334-2236,51.1%,42-23,64.6%,47,73.0%,23.4%,6.0%,4.6%,57.5%,70.3%,45.1%,59.6%,37.7%,48.8%,0.93
Grass,70,36,34,51.4%,109-101,51.9%,1050-1007,51.0%,16-19,45.7%,29,82.8%,21.3%,7.4%,5.6%,59.4%,78.0%,47.8%,65.7%,38.1%,51.6%,1.11
Carpet,232,142,90,61.2%,287-205,58.3%,2505-2215,53.1%,61-52,54.0%,96,81.2%,20.9%,8.7%,3.9%,60.1%,75.5%,49.6%,65.2%,36.8%,50.7%,1.06
Grand Slams,105,56,49,53.3%,193-183,51.3%,1826-1752,51.0%,26-19,57.8%,43,78.7%,24.2%,6.1%,3.8%,61.0%,73.7%,45.8%,62.9%,38.9%,50.8%,1.05
Masters,126,72,54,57.1%,153-126,54.8%,1352-1282,51.3%,22-27,44.9%,62,76.4%,22.3%,6.5%,4.6%,59.4%,71.7%,48.1%,62.1%,37.3%,49.6%,0.98
Other Tours,489,278,211,56.9%,565-468,54.7%,5120-4766,51.8%,113-110,50.7%,198,80.4%,21.0%,8.1%,4.5%,58.6%,74.7%,49.7%,64.4%,36.8%,50.5%,1.03
Best of 5,166,93,73,56.0%,319-266,54.5%,2921-2698,52.0%,40-33,54.8%,45,79.0%,24.0%,6.3%,3.8%,61.0%,73.8%,46.0%,63.0%,38.9%,50.9%,1.05
Best of 3,607,347,260,57.2%,696-578,54.6%,6299-5895,51.7%,131-127,50.8%,258,79.4%,21.3%,7.7%,4.5%,58.8%,74.0%,49.3%,63.8%,36.9%,50.3%,1.02
Finals,15,5,10,33.3%,14-22,38.9%,161-176,47.8%,3-8,27.3%,5,77.9%,20.6%,8.4%,4.3%,59.4%,72.6%,46.6%,62.0%,39.3%,50.3%,1.04
Semi-finals,34,14,20,41.2%,27-37,42.2%,302-322,48.4%,8-13,38.1%,14,83.0%,13.1%,8.5%,4.7%,58.9%,76.5%,49.3%,65.3%,31.5%,48.5%,0.91
Quarter-finals,81,33,48,40.7%,68-100,40.5%,753-841,47.2%,16-20,44.4%,28,76.9%,20.4%,7.8%,3.8%,58.3%,73.8%,48.4%,63.2%,37.3%,49.9%,1.01
vs Righties,631,370,261,58.6%,855-675,55.9%,7618-7001,52.1%,140-118,54.3%,234,78.9%,22.3%,7.5%,4.3%,59.1%,74.1%,48.4%,63.6%,37.5%,50.5%,1.03
vs Lefties,140,68,72,48.6%,154-168,47.8%,1563-1576,49.8%,31-42,42.5%,69,80.7%,20.5%,7.0%,4.4%,59.8%,73.4%,49.4%,63.8%,36.7%,50.1%,1.01
vs Top 10,100,18,82,18.0%,54-174,23.7%,864-1255,40.8%,12-24,33.3%,37,70.1%,12.4%,7.7%,4.2%,58.7%,71.4%,42.8%,59.6%,32.3%,46.1%,0.80
