Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
1996,74,629,48,1847,60,1764,46,1809,46,1723,9,2701,,
1995,35,,33,1868,43,1790,32,1835,44,1722,24,1677,,
1994,70,,67,1803,62,1756,62,1769,42,1715,49,1057,,
1993,71,,67,1816,57,1770,55,1779,50,1692,180,356,,
1992,36,,29,1909,28,1846,35,1838,27,1775,8,2219,,
1991,20,,16,1954,17,1899,21,1886,23,1792,39,1100,,
1990,17,,10,1984,12,1918,22,1879,22,1775,12,1910,,
1989,30,,27,1895,28,1833,27,1851,37,1719,5,,,
1988,8,,6,2096,9,2010,14,1964,12,1838,47,,,
1987,23,,21,1936,20,1861,21,1876,20,1816,35,,,
1986,32,,54,1810,62,1716,26,1838,46,1716,39,,,
1985,33,,29,1887,32,1813,26,1840,49,1732,47,,,
1984,91,,87,1738,72,1692,114,1627,62,1686,107,,,
