Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
1996,55,25,30,45.5%,70-76,47.9%,707-723,49.4%,13-14,48.1%,48,79.2%,19.0%,7.5%,3.4%,60.3%,73.8%,48.6%,63.8%,34.9%,49.5%,0.96,F (Dusseldorf)
1995,62,34,28,54.8%,87-74,54.0%,818-765,51.7%,19-13,59.4%,57,78.4%,23.9%,7.7%,4.4%,59.4%,73.7%,47.5%,63.0%,38.3%,50.7%,1.04,F (2x)
1994,50,25,25,50.0%,58-64,47.5%,613-617,49.8%,12-11,52.2%,43,77.2%,21.0%,6.5%,5.6%,58.5%,72.0%,48.7%,62.3%,36.6%,49.6%,0.97,SF (Sun City)
1993,52,22,30,42.3%,57-82,41.0%,652-705,48.0%,10-15,40.0%,44,78.5%,20.9%,6.6%,4.9%,58.6%,74.8%,47.2%,63.4%,37.5%,50.3%,1.03,SF (2x)
1992,60,32,28,53.3%,82-76,51.9%,782-772,50.3%,9-16,36.0%,45,77.2%,23.6%,7.3%,4.6%,58.2%,73.1%,48.1%,62.6%,39.1%,50.5%,1.05,SF (3x)
1991,77,50,27,64.9%,120-75,61.5%,1035-910,53.2%,21-19,52.5%,66,83.2%,22.4%,8.3%,3.8%,60.1%,75.5%,50.9%,65.7%,37.4%,51.4%,1.09,W (Basel)
1990,65,42,23,64.6%,80-54,59.7%,662-588,53.0%,16-11,59.3%,0,,,,,,,,,,,,W (Wembley)
1989,48,28,20,58.3%,72-45,61.5%,580-480,54.7%,10-15,40.0%,0,,,,,,,,,,,,W (Rotterdam)
1988,64,49,15,76.6%,99-45,68.8%,761-575,57.0%,16-15,51.6%,0,,,,,,,,,,,,W (2x)
1987,59,37,22,62.7%,83-52,61.5%,674-577,53.9%,8-6,57.1%,0,,,,,,,,,,,,SF (2x)
1986,69,38,31,55.1%,81-72,52.9%,734-692,51.5%,17-11,60.7%,0,,,,,,,,,,,,F (Hilversum)
1985,55,31,24,56.4%,66-55,54.5%,585-556,51.3%,10-7,58.8%,0,,,,,,,,,,,,F (Rotterdam)
1984,42,21,21,50.0%,48-52,48.0%,465-464,50.1%,5-6,45.5%,0,,,,,,,,,,,,SF (Melbourne)
1983,11,5,6,45.5%,10-15,40.0%,114-118,49.1%,4-1,80.0%,0,,,,,,,,,,,,QF (Ferrara)
1982,4,1,3,25.0%,2-7,22.2%,38-51,42.7%,1-0,100.0%,0,,,,,,,,,,,,R16 (Toulouse)
Career,773,440,333,56.9%,1015-844,54.6%,9220-8593,51.8%,171-160,51.7%,303,79.3%,21.9%,7.4%,4.4%,59.3%,74.0%,48.6%,63.6%,37.3%,50.4%,1.03,
