Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2022 Roland Garros R64,L vs Hurkacz,3.4,3.9,2.8,33.3%,53.8%,18.2%,66.7%,51.7%,24.4%,9.0,12.0,-11.5,-19.2
2022 Roland Garros R128,W vs Andujar,4.4,3.8,4.8,53.9%,58.4%,51.1%,59.1%,48.2%,20.4%,25.5,11.8,10.5,5.1
2021 Roland Garros R32,L vs Musetti,4.4,4.4,4.3,45.3%,54.5%,54.5%,50.0%,58.1%,26.1%,22.5,9.4,-1.5,-1.1
2021 Parma F,L vs Korda,3.2,3.3,3.2,45.5%,46.7%,50.0%,66.7%,56.9%,28.6%,5.0,8.3,-3.0,-7.7
2021 Dubai R64,L vs Gasquet,3.5,3.6,3.2,45.1%,22.7%,50.0%,22.2%,46.7%,23.5%,-1.5,-2.8,-7.5,-12.5
2020 Sardinia F,L vs Djere,5.0,4.4,5.5,50.0%,53.3%,33.3%,44.4%,45.5%,28.8%,-3.0,-2.0,-2.0,-1.3
2020 Roland Garros R128,W vs De Minaur,5.5,4.6,6.3,59.4%,53.0%,50.0%,50.0%,53.1%,19.6%,6.5,2.3,2.0,0.9
2020 Punta del Este CH F,L vs Monteiro,3.8,3.4,4.2,49.3%,51.6%,50.0%,28.6%,59.0%,25.5%,-4.0,-2.3,-3.5,-3.4
2019 Shanghai R64,L vs Paire,2.8,3.1,2.5,43.0%,47.1%,57.1%,0.0%,50.8%,21.3%,1.5,2.9,-1.5,-3.1
2019 Winston Salem R64,W vs Bublik,3.1,4.1,2.1,49.2%,54.5%,60.0%,80.0%,64.5%,45.5%,2.0,3.8,1.0,5.6
2019 Munich SF,L vs Garin,3.7,3.0,4.3,45.8%,50.0%,60.0%,16.7%,59.9%,16.9%,4.0,4.5,1.0,1.8
2019 Indian Wells R64,L vs Ramos,4.1,3.3,4.7,44.6%,51.6%,25.0%,30.0%,42.6%,21.9%,0.0,0.0,-2.5,-3.2
2019 Rio de Janeiro R32,L vs Bedene,3.3,3.0,3.6,43.7%,61.5%,21.4%,66.7%,49.5%,17.1%,4.0,4.3,-2.5,-2.9
2019 Buenos Aires F,W vs Schwartzman,5.0,5.0,5.0,65.2%,60.0%,60.0%,63.6%,48.8%,14.5%,10.0,10.5,9.5,10.1
2019 Buenos Aires SF,W vs Pella,4.6,4.1,5.1,52.3%,66.7%,54.5%,36.4%,63.4%,22.1%,13.0,12.4,-4.5,-8.8
2019 Buenos Aires R16,W vs Garin,4.5,4.6,4.5,58.0%,53.5%,41.7%,33.3%,51.8%,26.0%,2.5,1.7,1.0,0.9
2019 Doha SF,L vs Berdych,3.1,2.9,3.2,43.0%,57.7%,28.6%,33.3%,50.9%,33.7%,3.0,3.8,-3.5,-6.4
2019 Doha QF,W vs Lajovic,3.4,3.5,3.3,55.4%,51.6%,66.7%,50.0%,58.9%,21.0%,6.0,7.6,5.5,11.2
2018 Moscow R16,L vs Mannarino,2.4,2.7,1.8,38.5%,30.8%,33.3%,0.0%,63.7%,24.1%,-5.0,-10.4,-6.5,-29.5
2018 Shanghai R16,L vs Djokovic,4.3,4.5,4.0,32.8%,41.7%,36.4%,50.0%,53.0%,35.3%,5.0,5.7,-2.5,-4.5
Career (30 matches),,4.0,3.8,4.3,48.7%,51.7%,48.4%,46.7%,53.2%,25.1%,5.8,4.7,-0.6,-0.7
