Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,12,Hard,13,1,12,7.7%,5,0,5,0.0%,2014,2026,R128,12,0.66,5.2%,3.3%,64.0%,65.4%,47.5%,58.9%,27.0%,53.8%,40.5%
Roland Garros,10,Clay,28,18,10,64.3%,10,6,4,60.0%,2014,2023,SF,25,1.07,4.4%,2.1%,69.4%,68.5%,51.7%,63.4%,39.0%,57.8%,38.8%
Wimbledon,5,Grass,5,0,5,0.0%,3,1,2,33.3%,2017,2023,R128,5,0.63,5.1%,4.7%,64.3%,61.4%,44.1%,55.2%,28.2%,54.8%,20.8%
US Open,8,Hard,9,1,8,11.1%,6,1,5,16.7%,2014,2023,R128,8,0.86,8.4%,5.6%,61.0%,70.6%,48.1%,61.8%,32.9%,50.8%,29.0%
Davis Cup,1,,1,1,0,100.0%,0,0,0,-,2016,2016,,1,2.53,10.9%,1.8%,67.3%,89.2%,72.2%,83.6%,41.3%,100.0%,22.2%
Buenos Aires,9,Clay,20,12,8,60.0%,7,5,2,71.4%,2015,2026,W,20,1.07,4.1%,3.0%,63.5%,66.8%,56.5%,63.0%,39.6%,59.4%,45.6%
Umag,8,Clay,21,14,7,66.7%,7,4,3,57.1%,2014,2025,W,20,1.07,3.9%,2.8%,65.6%,66.0%,54.2%,61.9%,40.7%,60.3%,39.7%
Santiago,5,Clay,6,1,5,16.7%,3,2,1,66.7%,2020,2024,R16,6,0.82,6.4%,6.0%,63.7%,64.7%,50.5%,59.6%,33.3%,56.0%,31.4%
Cordoba,5,Clay,8,3,5,37.5%,1,1,0,100.0%,2019,2024,R16,8,0.96,5.5%,2.6%,69.3%,64.6%,50.7%,60.3%,37.9%,46.5%,29.2%
Winston-Salem,5,Hard,8,3,5,37.5%,2,2,0,100.0%,2015,2023,R32,7,0.80,9.9%,5.8%,55.5%,76.1%,47.1%,63.2%,29.6%,54.1%,46.2%
Kitzbuhel,5,Clay,8,3,5,37.5%,3,2,1,66.7%,2013,2023,R16,8,0.95,5.0%,5.5%,62.6%,66.6%,46.8%,59.2%,38.7%,58.5%,39.6%
