Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2022 Roland Garros R64,L vs Hurkacz,64.6%,31.0%,13.8%,3/6,2.23,14.0%,61.4%,22.2%,11.4%,2.12,11.4%,71.4%,46.7%,19.0%,2.40,18.2%
2022 Roland Garros R128,W vs Andujar,80.2%,52.3%,4.9%,3/4,2.20,2.2%,85.4%,45.5%,3.9%,2.18,0.0%,85.7%,66.7%,8.2%,2.24,5.9%
2021 Roland Garros R32,L vs Musetti,78.3%,43.8%,2.1%,1/1,2.50,21.2%,79.2%,43.8%,3.0%,2.55,25.9%,82.1%,43.8%,0.0%,2.33,0.0%
2021 Parma F,L vs Korda,63.2%,38.9%,10.5%,3/3,2.62,20.6%,57.9%,31.8%,7.9%,2.71,33.3%,93.3%,50.0%,20.0%,2.46,0.0%
2021 Dubai R64,L vs Gasquet,43.8%,28.6%,2.1%,1/0,2.11,42.2%,41.4%,16.7%,0.0%,2.00,44.4%,56.3%,44.4%,6.3%,2.25,38.9%
2020 Sardinia F,L vs Djere,82.8%,44.2%,4.3%,2/2,2.13,9.9%,80.6%,48.0%,3.2%,2.05,12.8%,96.4%,37.0%,7.1%,2.29,4.2%
2020 Roland Garros R128,W vs De Minaur,82.6%,56.9%,3.0%,2/2,2.21,1.2%,81.0%,56.3%,2.5%,2.31,1.6%,93.8%,57.8%,4.2%,1.90,0.0%
2020 Punta del Este CH F,L vs Monteiro,74.2%,39.1%,3.2%,0/4,2.16,4.7%,72.6%,34.0%,4.1%,1.96,8.6%,78.0%,46.2%,2.0%,2.42,0.0%
2019 Shanghai R64,L vs Paire,51.9%,46.4%,1.9%,0/1,-,27.7%,37.5%,25.0%,0.0%,-,36.7%,76.2%,62.5%,4.8%,-,11.8%
2019 Winston Salem R64,W vs Bublik,43.9%,55.6%,0.0%,0/0,2.38,50.0%,29.2%,42.9%,0.0%,2.42,84.6%,73.3%,63.6%,0.0%,2.33,9.1%
2019 Munich SF,L vs Garin,72.7%,45.8%,7.6%,3/2,1.85,11.9%,69.6%,46.9%,4.3%,1.76,11.1%,88.9%,43.8%,16.7%,2.00,13.3%
2019 Indian Wells R64,L vs Ramos,72.9%,37.2%,5.1%,2/1,2.12,17.2%,69.2%,33.3%,2.6%,2.00,26.3%,88.9%,43.8%,11.1%,2.35,0.0%
2019 Rio de Janeiro R32,L vs Bedene,62.4%,47.2%,0.0%,0/0,1.77,14.0%,59.0%,47.8%,0.0%,1.84,22.2%,71.4%,46.7%,0.0%,1.63,0.0%
2019 Buenos Aires F,W vs Schwartzman,87.7%,46.0%,3.5%,1/1,2.03,3.1%,97.5%,43.6%,2.5%,2.00,5.3%,100.0%,54.5%,9.1%,2.08,0.0%
2019 Buenos Aires SF,W vs Pella,72.3%,50.0%,4.3%,1/1,2.08,18.9%,65.7%,43.5%,0.0%,2.11,30.0%,100.0%,63.6%,18.2%,2.06,5.9%
2019 Buenos Aires R16,W vs Garin,89.6%,47.8%,2.6%,1/1,2.25,1.6%,85.4%,36.6%,2.1%,2.04,2.9%,100.0%,64.3%,3.6%,2.48,0.0%
2019 Doha SF,L vs Berdych,50.0%,46.9%,9.4%,3/3,2.31,29.4%,41.5%,58.8%,4.9%,2.25,39.4%,65.2%,33.3%,17.4%,2.42,11.1%
2019 Doha QF,W vs Lajovic,66.7%,50.0%,1.7%,1/0,2.10,30.0%,65.2%,43.3%,2.2%,2.10,37.5%,76.9%,70.0%,0.0%,2.13,0.0%
2018 Moscow R16,L vs Mannarino,29.4%,20.0%,14.7%,2/3,2.33,10.3%,28.6%,12.5%,7.1%,2.38,9.5%,33.3%,50.0%,50.0%,2.28,11.1%
2018 Shanghai R16,L vs Djokovic,64.3%,29.6%,9.5%,3/1,2.53,12.8%,67.6%,21.7%,5.9%,2.50,20.0%,50.0%,75.0%,25.0%,2.59,0.0%
Career (30 matches),,71.8%,45.8%,4.7%,40.7%,2.26,12.5%,70.3%,41.8%,4.0%,2.23,16.2%,82.4%,52.4%,6.6%,2.33,5.0%
