Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2022 Roland Garros R64,L vs Hurkacz,1.4%,100.0%,11.0%,80.0%,23.1%,23.5%,22.2%,7.5%,14.3%,2.8%,40.0%,65,46
2022 Roland Garros R128,W vs Andujar,4.2%,100.0%,11.0%,79.4%,20.3%,20.9%,21.4%,10.7%,33.3%,4.7%,32.0%,8,-2
2021 Roland Garros R32,L vs Musetti,5.3%,100.0%,19.6%,68.5%,17.7%,19.6%,21.2%,3.6%,27.3%,5.3%,36.0%,26,-1
2021 Parma F,L vs Korda,2.1%,0.0%,5.6%,33.3%,16.0%,15.4%,33.3%,0.0%,0.0%,3.8%,60.0%,-52,-34
2021 Dubai R64,L vs Gasquet,10.2%,66.7%,8.0%,55.6%,16.0%,14.3%,25.0%,2.1%,20.0%,3.9%,0.0%,27,-6
2020 Sardinia F,L vs Djere,1.1%,0.0%,10.6%,70.0%,9.1%,16.1%,14.3%,6.7%,25.0%,3.0%,50.0%,-51,-39
2020 Roland Garros R128,W vs De Minaur,1.8%,100.0%,11.7%,79.3%,8.1%,14.8%,7.7%,2.7%,28.6%,4.1%,33.3%,-80,-63
2020 Punta del Este CH F,L vs Monteiro,2.8%,66.7%,9.6%,87.0%,11.8%,17.1%,3.6%,7.9%,11.1%,4.4%,40.0%,-6,40
2019 Shanghai R64,L vs Paire,7.7%,60.0%,10.4%,53.8%,18.2%,13.3%,0.0%,8.8%,25.0%,3.2%,75.0%,157,47
2019 Winston Salem R64,W vs Bublik,12.5%,100.0%,17.1%,78.6%,16.3%,14.3%,0.0%,27.3%,33.3%,3.2%,33.3%,79,86
2019 Munich SF,L vs Garin,6.0%,66.7%,10.2%,75.0%,19.7%,30.0%,0.0%,17.6%,50.0%,4.0%,57.1%,89,49
2019 Indian Wells R64,L vs Ramos,7.0%,66.7%,15.2%,75.0%,16.7%,35.0%,0.0%,6.0%,30.0%,3.3%,16.7%,44,63
2019 Rio de Janeiro R32,L vs Bedene,6.3%,25.0%,7.9%,58.3%,21.6%,31.3%,50.0%,12.0%,28.6%,2.9%,33.3%,78,106
2019 Buenos Aires F,W vs Schwartzman,0.0%,-,8.2%,87.5%,16.2%,30.8%,27.3%,15.5%,38.5%,4.2%,66.7%,11,4
2019 Buenos Aires SF,W vs Pella,0.0%,-,16.2%,56.3%,15.6%,21.1%,0.0%,6.3%,0.0%,2.7%,20.0%,-37,-14
2019 Buenos Aires R16,W vs Garin,2.4%,50.0%,11.0%,72.2%,9.9%,14.3%,0.0%,4.3%,14.3%,2.9%,33.3%,-53,-40
2019 Doha SF,L vs Berdych,2.6%,100.0%,9.6%,64.3%,18.1%,13.8%,33.3%,11.1%,25.0%,1.2%,0.0%,79,86
2019 Doha QF,W vs Lajovic,1.8%,100.0%,9.2%,63.6%,12.5%,20.0%,50.0%,16.7%,42.9%,2.6%,0.0%,-28,-38
2018 Moscow R16,L vs Mannarino,1.7%,100.0%,6.1%,66.7%,20.5%,22.2%,0.0%,6.7%,25.0%,2.5%,50.0%,283,190
2018 Shanghai R16,L vs Djokovic,3.3%,0.0%,8.6%,55.6%,13.3%,30.8%,0.0%,4.3%,11.1%,1.7%,0.0%,-12,-14
Career (30 matches),,3.0%,70.8%,10.4%,71.5%,14.7%,20.5%,11.8%,7.4%,24.1%,4.1%,36.7%,7,7
