Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2023 US Open R128,L vs Safiullin,15,28,0.5,11.4%,21.2%,12,22,0.5,11.1%,20.4%,8.3%,1.9%,1.6,23.5%,14.4%
2023 Wimbledon R128,L vs Jarry,23,38,0.6,10.5%,17.4%,15,30,0.5,8.0%,16.0%,3.7%,2.7%,1.5,18.3%,11.9%
2022 Roland Garros R64,L vs Hurkacz,17,31,0.5,12.5%,22.8%,16,28,0.6,12.6%,22.0%,9.4%,3.1%,2.3,19.9%,8.8%
2022 Roland Garros R128,W vs Andujar,72,53,1.4,23.2%,17.1%,68,51,1.3,23.2%,17.4%,15.7%,7.2%,0.7,12.9%,19.7%
2021 US Open R128,L vs Svajda,65,31,2.1,23.9%,11.4%,53,25,2.1,22.1%,10.4%,17.5%,4.2%,3.1,14.7%,4.8%
2021 Wimbledon R128,L vs Broady,27,33,0.8,16.7%,20.4%,23,28,0.8,16.0%,19.4%,11.8%,4.2%,2.2,17.9%,8.0%
2021 Roland Garros R32,L vs Musetti,55,43,1.3,19.9%,15.6%,55,43,1.3,20.7%,16.2%,,,1.3,17.4%,13.8%
2021 Roland Garros R64,W vs De Minaur,37,39,0.9,16.5%,17.4%,37,39,0.9,17.6%,18.6%,,,0.6,8.0%,12.9%
2021 Roland Garros R128,W vs Uchiyama,27,28,1.0,13.4%,13.9%,27,28,1.0,15.0%,15.6%,,,0.7,11.4%,16.4%
2021 Parma F,L vs Korda,11,11,1.0,10.4%,10.4%,8,10,0.8,8.7%,10.9%,7.6%,1.1%,1.0,20.8%,19.8%
2021 Dubai R64,L vs Gasquet,28,28,1.0,25.0%,25.0%,23,27,0.9,24.2%,28.4%,6.3%,4.2%,2.8,30.4%,10.7%
2021 Australian Open R128,L vs Mcdonald,36,24,1.5,17.2%,11.5%,36,24,1.5,19.9%,13.3%,,,1.4,14.4%,10.0%
2020 Sardinia F,L vs Djere,26,37,0.7,13.8%,19.6%,25,34,0.7,14.0%,19.0%,9.5%,3.9%,1.1,18.5%,16.9%
2020 Roland Garros R32,L vs Zverev,21,38,0.6,12.0%,21.7%,21,38,0.6,13.5%,24.5%,,,1.2,12.0%,9.7%
2020 Roland Garros R64,W vs Londero,46,32,1.4,20.3%,14.1%,46,32,1.4,21.7%,15.1%,,,0.8,14.5%,18.1%
2020 Roland Garros R128,W vs De Minaur,33,43,0.8,13.3%,17.3%,33,43,0.8,13.8%,18.0%,,,0.7,14.5%,21.0%
2020 US Open R128,L vs Harris,14,41,0.3,7.7%,22.4%,11,33,0.3,7.1%,21.2%,5.8%,1.3%,1.1,17.5%,15.8%
2020 Punta Del Este CH F,L vs Monteiro,35,50,0.7,14.6%,20.8%,28,48,0.6,12.4%,21.2%,7.1%,4.4%,1.0,15.0%,15.0%
2020 Australian Open R128,L vs Zverev,25,49,0.5,11.2%,21.9%,25,49,0.5,12.0%,23.6%,,,1.1,12.1%,10.7%
2019 Shanghai Masters R64,L vs Paire,29,27,1.1,23.2%,21.6%,23,23,1.0,22.1%,22.1%,8.7%,1.9%,2.3,29.6%,12.8%
Career (53 matches),,1620,1749,0.9,16.0%,17.3%,1433,1623,0.9,15.7%,17.7%,6.7%,2.5%,1.1,16.0%,14.5%
