Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),188,316,207,1563,276,1440,169,1548,,,,,,
2025,228,247,258,1505,,,215,1486,,,,,,
2024,375,130,280,1474,305,1393,232,1452,,,,,,
2023,198,306,166,1588,230,1466,145,1563,191,1443,,,,
2022,101,562,152,1623,214,1478,117,1608,,,,,,
2021,100,759,94,1695,177,1525,71,1686,144,1515,,,,
2020,80,828,74,1732,130,1567,41,1731,,,,,,
2019,71,780,140,1630,204,1491,81,1661,143,1508,456,90,134,1383
2018,20,1819,68,1750,164,1531,37,1767,79,1613,,,,
2017,109,543,168,1580,287,1377,131,1573,155,1485,213,298,,
2016,187,304,159,1597,248,1412,115,1602,,,289,239,,
2015,90,618,131,1629,209,1459,103,1625,,,349,190,,
2014,159,324,163,1591,244,1427,126,1587,,,326,193,,
2013,163,318,160,1595,272,1382,123,1594,,,604,83,,
2012,409,93,379,1259,375,1198,348,1261,,,640,70,,
2011,611,36,,,,,,,,,438,127,,
2010,1391,2,,,,,,,,,,,,
