Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2023 US Open R128,L vs Safiullin,8% (1/12),100% (1/1),1/7,58% (7/12),0% (0/7),0/1,0/0,1/1,0/0,0/0
2023 Wimbledon R128,L vs Jarry,6% (1/17),100% (1/1),0/5,50% (9/18),33% (3/9),0/0,0/0,2/3,0/0,0/1
2022 Roland Garros R64,L vs Hurkacz,0% (0/13),- (0/0),0/5,42% (5/12),0% (0/5),0/0,0/0,1/1,0/0,0/0
2022 Roland Garros R128,W vs Andujar,59% (13/22),77% (10/13),1/5,41% (9/22),44% (4/9),6/7,0/0,2/2,0/0,0/0
2021 US Open R128,L vs Svajda,9% (2/22),50% (1/2),0/2,23% (5/22),60% (3/5),0/0,0/0,4/4,0/0,1/1
2021 Wimbledon R128,L vs Broady,23% (3/13),0% (0/3),0/5,58% (7/12),29% (2/7),0/0,0/0,0/0,0/0,0/0
2021 Roland Garros R32,L vs Musetti,30% (7/23),57% (4/7),2/4,35% (8/23),38% (3/8),4/4,2/2,1/2,0/0,1/1
2021 Roland Garros R64,W vs De Minaur,50% (8/16),75% (6/8),0/2,35% (6/17),67% (4/6),4/5,2/2,1/1,1/1,0/0
2021 Roland Garros R128,W vs Uchiyama,59% (10/17),60% (6/10),1/2,12% (2/17),0% (0/2),6/6,3/3,1/1,1/1,0/0
2021 Parma F,L vs Korda,11% (1/9),0% (0/1),0/1,44% (4/9),25% (1/4),0/0,0/0,0/2,0/0,0/1
2021 Dubai R64,L vs Gasquet,11% (1/9),0% (0/1),0/3,44% (4/9),25% (1/4),0/0,0/0,2/2,0/0,1/1
2021 Australian Open R128,L vs Mcdonald,24% (4/17),50% (2/4),1/6,41% (7/17),14% (1/7),2/2,1/1,2/2,0/0,0/0
2020 Sardinia F,L vs Djere,42% (5/12),60% (3/5),2/3,50% (6/12),33% (2/6),2/3,0/0,1/2,0/0,1/2
2020 Roland Garros R32,L vs Zverev,14% (2/14),50% (1/2),0/4,64% (9/14),33% (3/9),1/1,0/1,1/3,0/0,1/1
2020 Roland Garros R64,W vs Londero,50% (9/18),78% (7/9),1/2,26% (5/19),40% (2/5),7/7,3/3,1/2,1/1,0/0
2020 Roland Garros R128,W vs De Minaur,86% (12/14),67% (8/12),3/4,36% (5/14),20% (1/5),6/7,2/2,1/1,1/1,0/0
2020 US Open R128,L vs Harris,20% (3/15),67% (2/3),1/6,47% (7/15),14% (1/7),1/2,0/0,3/3,0/0,1/1
2020 Punta Del Este CH F,L vs Monteiro,17% (3/18),33% (1/3),0/2,22% (4/18),50% (2/4),1/1,0/0,2/2,0/0,2/2
2020 Australian Open R128,L vs Zverev,31% (5/16),60% (3/5),0/5,47% (7/15),29% (2/7),0/3,0/1,0/0,0/0,0/0
2019 Shanghai R64,L vs Paire,0% (0/10),- (0/0),0/3,30% (3/10),0% (0/3),0/0,0/0,0/0,0/0,0/0
2023 (2 matches),,6.9%,100.0%,8.3%,53.3%,18.8%,0.0%,-,75.0%,-,0.0%
2022 (2 matches),,37.1%,76.9%,10.0%,41.2%,28.6%,85.7%,-,100.0%,-,-
2021 (8 matches),,28.6%,52.8%,16.0%,34.1%,34.9%,94.1%,100.0%,78.6%,100.0%,75.0%
2020 (7 matches),,36.4%,64.1%,26.9%,40.2%,30.2%,75.0%,71.4%,69.2%,100.0%,83.3%
2019 (27 matches),,26.4%,66.3%,18.8%,30.8%,24.8%,89.8%,93.3%,69.7%,87.5%,81.3%
Career (343 matches),,35.2%,69.4%,21.3%,34.2%,32.5%,81.4%,84.6%,74.2%,92.0%,74.0%
