Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2022 Roland Garros R64,L vs Hurkacz,14.1%,31.0%,48.3%,24.6%,20.0%,40.0%,47.2%,36.7%,36.4%,47.8%,50.0%,4.3%,17.4%,50.0%,-76
2022 Roland Garros R128,W vs Andujar,17.6%,35.8%,55.8%,30.0%,20.0%,39.0%,59.5%,37.5%,33.3%,68.4%,44.4%,12.2%,29.3%,47.2%,-9
2021 Roland Garros R32,L vs Musetti,9.8%,25.6%,62.1%,25.0%,10.4%,29.2%,63.2%,29.4%,27.7%,62.7%,33.3%,8.7%,13.0%,57.1%,-37
2021 Parma F,L vs Korda,28.0%,38.0%,52.9%,33.0%,32.3%,48.4%,52.4%,40.3%,14.3%,64.7%,100.0%,23.5%,23.5%,53.8%,5
2021 Dubai R64,L vs Gasquet,28.1%,39.1%,37.8%,33.9%,35.7%,47.6%,48.1%,44.5%,66.7%,54.2%,66.7%,14.3%,23.8%,22.2%,-10
2020 Sardinia F,L vs Djere,22.9%,32.3%,45.1%,31.4%,29.9%,43.3%,51.1%,41.9%,50.0%,68.6%,75.0%,7.7%,7.7%,33.3%,-42
2020 Roland Garros R128,W vs De Minaur,24.1%,31.9%,47.7%,31.1%,27.5%,37.4%,47.0%,36.4%,22.2%,63.6%,60.0%,13.0%,13.0%,50.0%,14
2020 Punta del Este CH F,L vs Monteiro,33.6%,47.4%,54.7%,40.8%,45.7%,61.7%,63.6%,55.9%,71.4%,43.5%,66.7%,6.1%,15.2%,41.9%,-55
2019 Shanghai R64,L vs Paire,28.2%,35.2%,46.8%,33.4%,33.3%,44.4%,50.0%,41.6%,40.9%,56.5%,66.7%,22.7%,22.7%,41.2%,93
2019 Winston Salem R64,W vs Bublik,26.8%,48.8%,74.1%,38.0%,34.8%,69.6%,93.3%,54.8%,42.9%,43.8%,100.0%,20.0%,26.7%,50.0%,65
2019 Munich SF,L vs Garin,15.4%,46.2%,57.1%,28.1%,18.2%,54.5%,63.0%,38.2%,43.8%,52.9%,100.0%,11.8%,35.3%,46.7%,-2
2019 Indian Wells R64,L vs Ramos,30.4%,39.1%,48.3%,40.2%,32.1%,42.9%,52.6%,48.2%,36.4%,58.8%,0.0%,33.3%,40.0%,40.0%,173
2019 Rio de Janeiro R32,L vs Bedene,25.4%,41.8%,53.3%,34.2%,35.6%,51.1%,51.7%,48.7%,34.8%,54.5%,100.0%,5.9%,29.4%,56.3%,-68
2019 Buenos Aires F,W vs Schwartzman,20.0%,45.0%,75.0%,34.3%,26.9%,61.5%,78.9%,48.8%,75.0%,57.1%,-,7.1%,14.3%,69.2%,-79
2019 Buenos Aires SF,W vs Pella,26.9%,38.5%,62.2%,35.4%,37.5%,50.0%,60.0%,51.2%,31.3%,31.3%,-,10.5%,21.1%,64.7%,-8
2019 Buenos Aires R16,W vs Garin,23.3%,30.2%,46.9%,27.7%,30.6%,38.8%,44.1%,38.4%,45.0%,58.6%,0.0%,14.3%,20.0%,50.0%,-37
2019 Doha SF,L vs Berdych,32.9%,45.1%,45.1%,40.7%,35.3%,51.0%,45.5%,47.8%,52.0%,53.8%,75.0%,33.3%,40.7%,44.4%,116
2019 Doha QF,W vs Lajovic,32.2%,45.8%,65.0%,41.2%,31.9%,46.8%,65.6%,43.2%,52.4%,61.5%,100.0%,33.3%,41.7%,62.5%,-79
2018 Moscow R16,L vs Mannarino,32.8%,43.8%,33.3%,38.0%,41.7%,50.0%,33.3%,50.8%,46.7%,33.3%,66.7%,25.0%,41.7%,33.3%,118
2018 Shanghai R16,L vs Djokovic,19.0%,23.8%,40.4%,23.5%,25.0%,30.0%,36.7%,32.0%,60.9%,58.8%,83.3%,10.5%,15.8%,47.1%,-18
Career (30 matches),,23.4%,36.6%,52.4%,32.2%,27.8%,43.1%,54.5%,40.5%,41.1%,60.1%,69.2%,15.4%,24.8%,47.9%,35
