Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2023 US Open R128,L vs Safiullin,63% (5/8),100% (1/1),0/0,0/0,36% (4/11),0/3,0/1,- (0/0),- (0/0)
2023 Wimbledon R128,L vs Jarry,55% (12/22),100% (1/1),1/1,0/0,65% (11/17),0/3,0/1,- (0/0),- (0/0)
2022 Roland Garros R64,L vs Hurkacz,50% (7/14),- (0/0),0/0,0/0,38% (3/8),0/3,0/1,- (0/0),- (0/0)
2022 Roland Garros R128,W vs Andujar,59% (17/29),50% (10/20),3/4,1/1,69% (11/16),2/4,0/0,- (0/0),- (0/0)
2021 US Open R128,L vs Svajda,69% (20/29),33% (1/3),1/2,0/0,60% (3/5),2/5,0/1,57% (4/7),29% (2/7)
2021 Wimbledon R128,L vs Broady,47% (7/15),0% (0/6),0/0,0/0,55% (6/11),3/6,1/2,- (0/0),- (0/0)
2021 Roland Garros R32,L vs Musetti,69% (18/26),36% (4/11),2/4,0/0,62% (8/13),4/7,4/5,- (0/0),- (0/0)
2021 Roland Garros R64,W vs De Minaur,56% (15/27),43% (6/14),3/7,1/4,80% (8/10),0/1,0/0,- (0/0),- (0/0)
2021 Roland Garros R128,W vs Uchiyama,79% (15/19),40% (6/15),3/7,1/3,0% (0/2),0/1,0/0,- (0/0),- (0/0)
2021 Parma F,L vs Korda,86% (6/7),0% (0/1),0/0,0/0,50% (3/6),1/3,1/2,- (0/0),- (0/0)
2021 Dubai R64,L vs Gasquet,60% (6/10),0% (0/1),0/0,0/0,63% (5/8),0/2,0/1,- (0/0),- (0/0)
2021 Australian Open R128,L vs Mcdonald,50% (11/22),29% (2/7),1/2,0/0,45% (5/11),1/4,1/2,- (0/0),- (0/0)
2020 Sardinia F,L vs Djere,47% (8/17),27% (3/11),0/0,0/0,64% (7/11),5/7,3/4,60% (3/5),0% (0/5)
2020 Roland Garros R32,L vs Zverev,62% (8/13),50% (1/2),0/0,0/0,54% (7/13),2/5,2/3,- (0/0),- (0/0)
2020 Roland Garros R64,W vs Londero,67% (16/24),47% (7/15),3/3,1/1,57% (4/7),0/1,0/0,- (0/0),- (0/0)
2020 Roland Garros R128,W vs De Minaur,38% (10/26),33% (8/24),3/7,1/3,50% (4/8),2/2,0/0,80% (8/10),30% (3/10)
2020 US Open R128,L vs Harris,56% (9/16),20% (2/10),0/0,0/0,33% (3/9),0/3,0/1,- (0/0),- (0/0)
2020 Punta Del Este CH F,L vs Monteiro,84% (16/19),11% (1/9),1/5,0/3,75% (6/8),2/4,0/1,67% (8/12),25% (3/12)
2020 Australian Open R128,L vs Zverev,48% (10/21),27% (3/11),0/0,0/0,58% (7/12),0/3,0/1,80% (4/5),0% (0/6)
2019 Shanghai R64,L vs Paire,50% (7/14),- (0/0),0/0,0/0,50% (3/6),0/2,0/1,- (0/0),- (0/0)
2023 (2 matches),,56.7%,100.0%,100.0%,-,53.6%,0.0%,0.0%,-,-
2022 (2 matches),,55.8%,50.0%,75.0%,100.0%,58.3%,28.6%,0.0%,-,-
2021 (8 matches),,63.2%,32.8%,45.5%,28.6%,57.6%,37.9%,53.8%,57.1%,28.6%
2020 (7 matches),,56.6%,30.5%,46.7%,28.6%,55.9%,44.0%,50.0%,71.9%,18.2%
2019 (27 matches),,64.4%,38.6%,60.4%,64.3%,54.3%,38.2%,30.8%,61.8%,32.5%
Career (343 matches),,62.9%,41.8%,54.6%,53.6%,59.2%,41.4%,41.1%,64.3%,37.8%
