Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,55,12,43,21.8%,36-101,26.3%,591-788,42.9%,14-20,41.2%,53,76.2%,10.0%,7.3%,4.1%,63.0%,69.2%,49.2%,61.8%,30.1%,46.4%,0.79
Clay,141,66,75,46.8%,168-187,47.3%,1663-1736,48.9%,31-18,63.3%,141,74.6%,22.4%,4.5%,2.7%,66.9%,67.3%,49.3%,61.4%,37.5%,49.6%,0.97
Grass,11,2,9,18.2%,6-25,19.4%,115-177,39.4%,1-2,33.3%,11,70.8%,8.1%,6.1%,4.3%,63.6%,65.6%,46.8%,58.8%,28.2%,44.4%,0.68
Grand Slams,33,10,23,30.3%,45-79,36.3%,552-637,46.4%,8-14,36.4%,33,75.1%,17.7%,5.3%,3.2%,66.5%,66.8%,49.0%,60.9%,34.5%,48.0%,0.88
Masters,36,13,23,36.1%,31-52,37.3%,373-451,45.3%,8-8,50.0%,35,72.8%,17.8%,5.2%,3.1%,66.3%,66.7%,48.7%,60.6%,34.0%,47.9%,0.86
Other Tours,137,56,81,40.9%,132-182,42.0%,1431-1605,47.1%,30-18,62.5%,136,75.0%,18.5%,5.3%,3.2%,65.2%,68.3%,49.1%,61.6%,35.4%,48.7%,0.92
Best of 5,33,10,23,30.3%,45-79,36.3%,552-637,46.4%,8-14,36.4%,33,75.1%,17.7%,5.3%,3.2%,66.5%,66.8%,49.0%,60.9%,34.5%,48.0%,0.88
Best of 3,174,70,104,40.2%,165-234,41.4%,1817-2064,46.8%,38-26,59.4%,172,74.7%,18.3%,5.3%,3.2%,65.4%,68.0%,49.1%,61.5%,35.2%,48.6%,0.91
Finals,5,3,2,60.0%,6-4,60.0%,55-46,54.5%,1-1,50.0%,5,80.0%,28.6%,4.5%,1.1%,71.8%,66.9%,51.5%,62.6%,40.6%,51.8%,1.08
Semi-finals,10,5,5,50.0%,10-13,43.5%,106-108,49.5%,2-2,50.0%,10,78.1%,21.0%,4.9%,2.9%,68.3%,68.1%,49.6%,62.2%,35.0%,49.4%,0.93
Quarter-finals,13,10,3,76.9%,21-11,65.6%,166-145,53.4%,5-1,83.3%,13,80.5%,23.8%,4.5%,2.6%,68.6%,68.9%,50.0%,63.0%,38.3%,50.9%,1.04
vs Righties,177,68,109,38.4%,178-271,39.6%,2037-2325,46.7%,39-38,50.6%,176,74.9%,18.1%,5.2%,3.1%,65.6%,67.8%,48.8%,61.3%,35.0%,48.4%,0.90
vs Lefties,29,11,18,37.9%,30-41,42.3%,315-366,46.3%,7-2,77.8%,28,74.1%,17.6%,6.2%,4.0%,65.8%,67.7%,50.3%,61.7%,34.6%,48.3%,0.90
vs Top 10,10,1,9,10.0%,5-23,17.9%,101-159,38.8%,0-2,0.0%,10,64.3%,14.0%,3.9%,2.3%,69.8%,60.1%,46.5%,56.0%,31.2%,44.1%,0.71
