Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,13,7,6,53.8%,15-13,53.6%,126-128,49.6%,1-1,50.0%,12,70.9%,26.1%,2.2%,4.7%,62.0%,64.0%,51.0%,59.0%,38.4%,48.7%,0.94
Clay,1,0,1,0.0%,0-2,0.0%,4-12,25.0%,0-0,-,1,37.5%,12.5%,0.0%,4.4%,62.2%,50.0%,41.2%,46.7%,28.3%,37.4%,0.53
Grand Slams,1,0,1,0.0%,2-3,40.0%,23-28,45.1%,1-0,100.0%,1,72.0%,20.0%,3.7%,6.1%,60.4%,66.7%,49.2%,59.8%,35.0%,47.4%,0.87
Masters,6,3,3,50.0%,5-6,45.5%,45-54,45.5%,0-1,0.0%,6,65.3%,26.5%,1.5%,5.0%,62.8%,61.0%,47.6%,56.0%,36.4%,46.9%,0.83
Other Tours,6,3,3,50.0%,6-6,50.0%,50-54,48.1%,0-0,-,6,70.6%,26.4%,1.9%,3.5%,62.0%,63.8%,54.2%,60.1%,40.2%,49.3%,1.01
Best of 5,1,0,1,0.0%,2-3,40.0%,23-28,45.1%,1-0,100.0%,1,72.0%,20.0%,3.7%,6.1%,60.4%,66.7%,49.2%,59.8%,35.0%,47.4%,0.87
Best of 3,13,7,6,53.8%,13-12,52.0%,107-112,48.9%,0-1,0.0%,12,68.0%,26.5%,1.7%,4.3%,62.4%,62.3%,50.8%,58.0%,38.5%,48.2%,0.92
Quarter-finals,1,0,1,0.0%,0-2,0.0%,2-12,14.3%,0-0,-,1,28.6%,0.0%,0.0%,2.0%,65.3%,40.6%,41.2%,40.8%,23.7%,33.3%,0.40
vs Righties,13,6,7,46.2%,13-15,46.4%,118-136,46.5%,1-1,50.0%,13,68.8%,25.2%,2.1%,4.6%,62.0%,63.2%,50.5%,58.4%,37.8%,48.0%,0.91
vs Top 10,1,0,1,0.0%,0-2,0.0%,2-12,14.3%,0-0,-,1,28.6%,0.0%,1.8%,7.1%,67.9%,44.7%,50.0%,46.4%,21.1%,36.2%,0.39
