Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2025 Australian Open Q2,W vs Sultanov,0.0%,-,7.4%,63.6%,3.9%,13.6%,0.0%,4.4%,18.2%,1.1%,33.3%,-118,-64
2021 Tenerife CH R32,L vs Lopez,6.3%,80.0%,13.6%,79.2%,15.0%,25.0%,0.0%,8.6%,20.0%,2.2%,33.3%,-26,-42
2021 Santiago CH R32,L vs Baez,0.0%,-,6.1%,42.9%,3.6%,0.0%,0.0%,7.0%,0.0%,1.8%,50.0%,-51,-47
Career (3 matches),,2.4%,80.0%,9.6%,69.0%,7.5%,20.0%,0.0%,6.7%,19.2%,1.7%,38.5%,-66,-51
