Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,19,9,10,47.4%,21-22,48.8%,192-201,48.9%,1-2,33.3%,18,67.2%,29.8%,1.6%,4.9%,65.8%,62.2%,48.0%,57.4%,40.1%,48.7%,0.94
Clay,1,0,1,0.0%,0-2,0.0%,4-12,25.0%,0-0,-,1,37.5%,12.5%,0.0%,4.4%,62.2%,50.0%,41.2%,46.7%,28.3%,37.4%,0.53
Grand Slams,3,1,2,33.3%,5-6,45.5%,50-53,48.5%,1-0,100.0%,3,72.5%,27.5%,2.2%,6.2%,67.9%,65.0%,48.1%,59.6%,38.9%,48.9%,0.96
Masters,6,3,3,50.0%,5-6,45.5%,45-54,45.5%,0-1,0.0%,6,65.3%,26.5%,1.5%,5.0%,62.8%,61.0%,47.6%,56.0%,36.4%,46.9%,0.83
Other Tours,10,4,6,40.0%,9-12,42.9%,89-102,46.6%,0-1,0.0%,10,62.8%,31.3%,1.3%,4.1%,66.1%,60.5%,47.7%,56.2%,41.6%,48.7%,0.95
Best of 5,3,1,2,33.3%,5-6,45.5%,50-53,48.5%,1-0,100.0%,3,72.5%,27.5%,2.2%,6.2%,67.9%,65.0%,48.1%,59.6%,38.9%,48.9%,0.96
Best of 3,17,8,9,47.1%,16-18,47.1%,146-160,47.7%,0-2,0.0%,16,63.6%,29.7%,1.3%,4.4%,65.0%,60.7%,47.6%,56.1%,40.0%,48.1%,0.91
Quarter-finals,1,0,1,0.0%,0-2,0.0%,2-12,14.3%,0-0,-,1,28.6%,0.0%,0.0%,2.0%,65.3%,40.6%,41.2%,40.8%,23.7%,33.3%,0.40
vs Righties,18,8,10,44.4%,19-21,47.5%,175-191,47.8%,1-2,33.3%,18,66.9%,30.2%,1.6%,4.7%,64.6%,62.5%,48.4%,57.5%,40.2%,48.8%,0.95
vs Lefties,1,0,1,0.0%,0-3,0.0%,9-18,33.3%,0-0,-,1,53.8%,14.3%,1.1%,6.6%,80.2%,54.8%,33.3%,50.5%,31.2%,41.7%,0.63
vs Top 10,1,0,1,0.0%,0-2,0.0%,2-12,14.3%,0-0,-,1,28.6%,0.0%,1.8%,7.1%,67.9%,44.7%,50.0%,46.4%,21.1%,36.2%,0.39
