Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2025 Australian Open Q2,W vs Sultanov,22.9%,27.1%,44.4%,25.3%,37.1%,40.0%,40.9%,42.0%,26.7%,15.0%,0.0%,11.5%,19.2%,47.8%,-24
2021 Tenerife CH R32,L vs Lopez,19.8%,27.2%,58.7%,27.2%,20.4%,31.5%,60.5%,31.5%,50.0%,33.3%,50.0%,20.0%,20.0%,55.0%,33
2021 Santiago CH R32,L vs Baez,17.7%,24.2%,43.8%,21.3%,22.0%,26.8%,56.3%,27.3%,31.6%,63.6%,75.0%,11.1%,22.2%,18.8%,-13
Career (3 matches),,20.2%,26.3%,50.0%,24.8%,25.4%,32.3%,54.6%,33.0%,37.9%,37.5%,41.7%,14.5%,20.3%,42.4%,14
