Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
6,Vit Kopriva [CZE],1,5,16.7%,2,1,1,50.0%,2022,2026,6,0.84,1.9%,7.0%,66.5%,57.7%,34.4%,49.9%,42.2%,34.0%,35.4%
4,Thiago Agustin Tirante [ARG],3,1,75.0%,2,2,0,100.0%,2023,2025,4,1.03,1.6%,3.8%,70.6%,63.4%,45.9%,58.2%,42.9%,64.1%,51.6%
4,Lukas Klein [SVK],3,1,75.0%,2,1,1,50.0%,2022,2025,4,1.14,0.7%,3.7%,75.8%,67.6%,50.0%,63.3%,41.8%,52.9%,58.3%
4,Luciano Darderi [ITA],1,3,25.0%,1,0,1,0.0%,2022,2025,4,0.98,1.2%,4.7%,74.0%,57.8%,35.2%,51.9%,46.9%,37.5%,49.0%
3,Jaume Munar [ESP],1,2,33.3%,1,1,0,100.0%,2023,2026,3,1.02,2.1%,6.7%,63.7%,66.3%,46.6%,59.2%,41.7%,57.6%,45.5%
3,Yosuke Watanuki [JPN],2,1,66.7%,1,0,1,0.0%,2025,2025,3,1.28,2.2%,9.3%,54.0%,68.9%,51.0%,60.6%,50.3%,74.1%,65.4%
3,Giulio Zeppieri [ITA],2,1,66.7%,0,0,0,-,2024,2025,3,1.08,0.5%,2.4%,73.6%,66.7%,58.2%,64.4%,38.4%,70.0%,41.2%
3,Timofey Skatov [KAZ],3,0,100.0%,2,1,1,50.0%,2021,2025,3,1.18,1.4%,9.5%,56.3%,65.6%,47.4%,57.7%,49.8%,54.2%,40.0%
3,Roman Andres Burruchaga [ARG],1,2,33.3%,0,0,0,-,2024,2025,3,0.75,1.0%,4.2%,72.3%,55.1%,37.7%,50.3%,37.2%,25.0%,36.8%
3,Omar Jasika [AUS],2,1,66.7%,0,0,0,-,2024,2025,3,1.41,2.4%,4.9%,70.1%,70.4%,51.0%,64.6%,50.0%,53.3%,56.0%
3,Filip Misolic [AUT],1,2,33.3%,1,0,1,0.0%,2023,2025,3,0.89,1.1%,4.8%,69.7%,57.3%,36.8%,51.1%,43.7%,40.0%,34.4%
3,Henri Squire [GER],3,0,100.0%,3,2,1,66.7%,2023,2025,3,1.19,2.4%,4.3%,66.7%,65.9%,45.9%,59.2%,48.5%,50.0%,44.4%
3,Andrej Martin [SVK],3,0,100.0%,0,0,0,-,2022,2025,3,1.37,1.1%,4.0%,79.7%,64.5%,41.7%,59.9%,54.8%,50.0%,62.1%
3,Khumoyun Sultanov [UZB],3,0,100.0%,1,0,1,0.0%,2024,2025,2,1.23,6.2%,6.9%,59.3%,69.8%,47.5%,60.7%,48.2%,61.1%,57.1%
3,Ugo Blanchet [FRA],1,2,33.3%,1,0,1,0.0%,2023,2025,3,0.89,1.6%,5.9%,62.6%,61.5%,50.0%,57.2%,38.1%,44.4%,30.4%
