Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2023,7,2,5,28.6%,4-10,28.6%,52-67,43.7%,0-0,-,0,,,,,,,,,,,,R16 (W25 Osijek)
2022,32,14,18,43.8%,32-41,43.8%,309-348,47.0%,4-1,80.0%,0,,,,,,,,,,,,QF (3x)
2021,37,17,20,45.9%,42-45,48.3%,398-413,49.1%,1-8,11.1%,0,,,,,,,,,,,,SF (W15 Antalya)
2020,11,4,7,36.4%,8-14,36.4%,91-109,45.5%,0-3,0.0%,0,,,,,,,,,,,,QF (W15 Antalya)
2019,41,25,16,61.0%,56-38,59.6%,457-392,53.8%,2-4,33.3%,0,,,,,,,,,,,,W (W15 Tabarka)
2018,16,5,11,31.3%,15-21,41.7%,163-177,47.9%,2-2,50.0%,0,,,,,,,,,,,,QF (Solarino $15K)
2017,41,24,17,58.5%,54-38,58.7%,455-387,54.0%,3-3,50.0%,0,,,,,,,,,,,,F (Beni Mellal $15K)
2016,43,21,22,48.8%,53-50,51.5%,475-467,50.4%,4-5,44.4%,0,,,,,,,,,,,,SF (Hammamet $10K)
2015,40,17,23,42.5%,40-50,44.4%,376-407,48.0%,4-2,66.7%,0,,,,,,,,,,,,SF (2x)
2014,32,9,23,28.1%,26-49,34.7%,294-385,43.3%,1-6,14.3%,0,,,,,,,,,,,,QF (2x)
2013,17,6,11,35.3%,13-23,36.1%,141-177,44.3%,2-0,100.0%,0,,,,,,,,,,,,SF (Santa Margherita Di Pula 10K)
2012,2,0,2,0.0%,0-4,0.0%,6-24,20.0%,0-0,-,0,,,,,,,,,,,,R32 (2x)
2011,4,1,3,25.0%,3-6,33.3%,25-43,36.8%,0-0,-,0,,,,,,,,,,,,R16 (Cagliari 10K)
2010,2,0,2,0.0%,0-4,0.0%,8-24,25.0%,0-0,-,0,,,,,,,,,,,,R32 (2x)
Career,325,145,180,44.6%,346-393,46.8%,3250-3420,48.7%,23-34,40.4%,0,,,,,,,,,,,,
