Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2017,3,2,1,66.7%,4-3,57.1%,36-25,59.0%,0-0,-,3,74.2%,43.3%,5.9%,6.9%,63.7%,70.0%,36.5%,57.8%,47.2%,52.4%,1.12,R16 (Acapulco)
2016,10,1,9,10.0%,4-18,18.2%,78-126,38.2%,1-1,50.0%,10,51.0%,25.5%,4.1%,5.6%,62.5%,57.5%,38.8%,50.5%,39.3%,44.9%,0.79,R16 (2x)
2015,35,16,19,45.7%,36-45,44.4%,357-400,47.2%,8-4,66.7%,32,61.7%,30.5%,3.0%,5.7%,66.4%,62.6%,48.6%,57.9%,40.4%,49.1%,0.96,W (Pattaya)
2014,40,15,25,37.5%,33-53,38.4%,372-442,45.7%,0-3,0.0%,37,-,-,3.5%,5.7%,62.6%,62.7%,45.3%,56.2%,41.5%,48.8%,0.95,SF (Marrakech)
2013,51,26,25,51.0%,59-59,50.0%,558-545,50.6%,5-8,38.5%,42,-,-,3.6%,4.7%,61.3%,63.6%,44.4%,56.1%,42.6%,49.5%,0.97,W (Birmingham)
2012,50,26,24,52.0%,56-63,47.1%,578-576,50.1%,6-13,31.6%,41,-,-,3.2%,4.9%,63.1%,63.2%,46.5%,57.0%,42.7%,49.9%,0.99,W (Pattaya)
2011,70,41,29,58.6%,92-68,57.5%,813-692,54.0%,8-10,44.4%,64,-,-,4.3%,3.5%,62.6%,65.1%,48.5%,58.9%,44.4%,51.7%,1.08,W (Pattaya)
2010,59,35,24,59.3%,79-57,58.1%,675-579,53.8%,5-7,41.7%,50,-,-,3.7%,3.4%,65.0%,63.4%,47.2%,57.7%,43.6%,50.8%,1.03,F (Monterrey)
2009,64,39,25,60.9%,87-69,55.8%,763-701,52.1%,12-6,66.7%,58,-,-,3.3%,3.2%,63.5%,63.2%,46.6%,57.1%,44.1%,50.6%,1.03,SF (Warsaw)
2008,42,22,20,52.4%,51-45,53.1%,447-437,50.6%,5-3,62.5%,37,-,-,3.0%,3.0%,64.7%,63.5%,45.4%,57.1%,44.0%,50.5%,1.02,SF (2x)
2007,82,54,28,65.9%,119-71,62.6%,965-797,54.8%,15-5,75.0%,74,-,-,4.9%,3.7%,65.2%,67.3%,46.9%,60.2%,44.4%,52.4%,1.11,W (2x)
2006,64,39,25,60.9%,85-65,56.7%,736-663,52.6%,9-4,69.2%,42,-,-,4.6%,3.7%,64.2%,65.9%,45.0%,58.4%,42.7%,50.6%,1.03,F (Zurich)
2005,62,37,25,59.7%,80-63,55.9%,707-631,52.8%,6-8,42.9%,15,-,-,5.5%,4.4%,58.8%,67.1%,45.2%,58.1%,46.7%,52.2%,1.11,F (Los Angeles)
2004,49,24,25,49.0%,50-58,46.3%,497-521,48.8%,9-8,52.9%,8,-,-,3.5%,4.0%,59.4%,60.9%,44.9%,54.4%,42.9%,48.9%,0.94,F (Eastbourne)
2003,51,28,23,54.9%,61-57,51.7%,566-576,49.6%,13-5,72.2%,7,-,-,2.7%,3.2%,62.2%,62.0%,51.7%,58.1%,46.8%,52.3%,1.12,SF (Antwerp)
2002,80,54,26,67.5%,117-67,63.6%,952-768,55.3%,10-6,62.5%,0,,,,,,,,,,,,W (Indian Wells)
2001,39,22,17,56.4%,50-38,56.8%,445-397,52.9%,4-7,36.4%,0,,,,,,,,,,,,SF (2x)
2000,15,7,8,46.7%,16-18,47.1%,156-171,47.7%,2-2,50.0%,0,,,,,,,,,,,,QF (2x)
1999,1,0,1,0.0%,0-2,0.0%,8-12,40.0%,0-0,-,0,,,,,,,,,,,,R32 (Bratislava)
Career,867,488,379,56.3%,1079-919,54.0%,9709-9059,51.7%,118-100,54.1%,520,60.0%,30.2%,3.9%,4.0%,63.6%,64.2%,46.4%,57.7%,43.4%,50.6%,1.03,
