Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2015 Miami R128,L vs Bencic,66.2%,48.9%,7.4%,1/4,2.16,5.8%,66.7%,46.2%,2.6%,2.17,9.5%,76.0%,52.6%,16.0%,2.16,0.0%
2015 Dubai R32,L vs Halep,61.9%,23.1%,2.4%,0/1,2.51,0.0%,64.7%,36.4%,0.0%,2.55,0.0%,78.9%,13.3%,5.3%,2.46,0.0%
2015 Australian Open R64,L vs Muguruza,69.3%,63.5%,6.7%,2/3,2.10,0.0%,66.7%,50.0%,8.3%,2.05,0.0%,80.0%,75.0%,5.7%,2.28,0.0%
2015 Auckland R32,W vs Errani,83.0%,56.8%,5.7%,1/2,2.59,12.8%,87.2%,52.9%,7.7%,2.50,19.2%,76.9%,70.0%,0.0%,2.78,0.0%
2014 Montreal R64,L vs Wozniacki,75.7%,32.1%,8.1%,0/3,2.50,0.0%,81.0%,23.5%,4.8%,2.67,0.0%,73.3%,45.5%,13.3%,2.32,0.0%
2014 Australian Open R32,L vs Williams,62.5%,54.3%,8.9%,4/1,3.03,0.0%,48.1%,53.8%,7.4%,3.08,0.0%,81.5%,54.5%,11.1%,2.97,0.0%
2013 US Open R64,W vs Duval,70.7%,65.9%,8.6%,1/4,2.46,5.4%,79.1%,64.7%,7.0%,2.61,13.3%,63.6%,71.4%,18.2%,2.36,0.0%
2012 Olympics R16,L vs Wozniacki,63.2%,50.0%,10.5%,3/3,2.73,0.0%,56.1%,47.8%,9.8%,2.75,0.0%,86.7%,53.8%,13.3%,2.71,0.0%
2009 Indian Wells R32,W vs Cetkovska,76.8%,52.4%,7.3%,3/3,2.72,17.4%,80.4%,58.5%,2.0%,2.49,32.4%,81.5%,40.9%,18.5%,2.98,0.0%
2008 Australian Open SF,L vs Ivanovic,70.1%,57.4%,3.1%,2/1,2.40,10.6%,69.0%,42.5%,0.0%,2.23,15.6%,75.7%,78.6%,8.1%,2.73,0.0%
2007 Indian Wells F,W vs Kuznetsova,64.4%,60.5%,1.7%,1/0,2.53,11.6%,63.4%,61.5%,0.0%,2.37,19.2%,70.6%,58.3%,5.9%,2.78,0.0%
2006 Zurich F,L vs Sharapova,67.6%,42.0%,12.2%,4/5,2.67,2.9%,64.8%,40.0%,7.4%,2.49,5.1%,83.3%,46.7%,27.8%,2.90,0.0%
2002 New Haven SF,L vs Williams,45.8%,40.9%,14.6%,3/4,2.32,2.4%,46.4%,30.8%,10.7%,2.27,0.0%,56.3%,55.6%,25.0%,2.38,5.3%
Career (13 matches),,68.0%,51.8%,7.3%,42.4%,2.50,5.8%,68.1%,49.0%,5.1%,2.43,9.6%,76.7%,56.4%,12.4%,2.60,0.4%
