Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2016 Australian Open R128,L vs Kuznetsova,92.8,95.7,3.2,,,101,86,86.1,4.7,,,94,78
2015 Wimbledon R64,L vs Watson,92.3,94.9,4.6,,,101,83,86.3,5.4,,,95,71
2015 Roland Garros R128,L vs Bencic,92.9,95.7,2.5,,,100,88,88.1,4.2,,,94,81
2015 Australian Open R64,L vs Muguruza,90.2,92.8,4.2,,,100,81,82.5,4.9,,,91,75
2015 Australian Open R128,W vs Zheng,89.6,91.6,6.5,,,101,66,82.4,3.9,,,90,77
2014 US Open R64,L vs Cornet,87.3,92.9,4.7,,,99,75,79.3,4.5,,,87,69
2014 Wimbledon R128,L vs Bouchard,92.8,94.2,4.0,,,101,79,87.4,4.1,,,94,77
2014 Roland Garros R32,L vs Kerber,91.6,93.7,3.4,,,101,87,85.6,2.8,,,91,80
2014 Roland Garros R64,W vs Feuerstein,90.6,93.4,3.0,,,98,83,84.5,3.5,,,90,77
2014 Roland Garros R128,W vs Jaksic,88.8,92.3,5.4,,,100,68,81.0,5.0,,,92,71
2014 Australian Open R32,L vs Williams,87.9,,,,,102,,,,,,,67
2014 Australian Open R128,W vs Watson,88.7,,,,,99,,,,,,,71
2013 US Open QF,L vs Azarenka,94.3,,,,,107,,,,,,,80
2013 US Open R16,W vs Riske Amritraj,93.8,,,,,108,,,,,,,76
2013 US Open R32,W vs Glushko,91.7,,,,,107,,,,,,,73
2013 US Open R64,W vs Duval,89.9,,,,,103,,,,,,,73
2013 Wimbledon R128,L vs Koukalova,90.1,,,,,101,,,,,,,80
2013 Roland Garros R128,L vs Jankovic,88.7,,,,,101,,,,,,,72
2012 US Open R128,L vs Pavlyuchenkova,92.0,,,,,102,,,,,,,76
2012 Wimbledon R128,L vs Hampton,90.5,,,,,100,,,,,,,75
Career (28 matches),,90.8,95.2,4.2,,,109,66,83.4,4.6,,,96,66
