Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2016 Wimbledon R128,L vs Mchale,25,37,0.7,20.7%,30.6%,23,36,0.6,19.8%,31.0%,9.5%,10.3%,1.5,13.2%,9.1%
2016 Australian Open R128,L vs Kuznetsova,9,24,0.4,10.0%,26.7%,9,16,0.6,12.5%,22.2%,9.7%,2.8%,5.8,25.6%,4.4%
2015 Wimbledon R64,L vs Watson,17,18,0.9,15.5%,16.4%,16,15,1.1,16.5%,15.5%,10.3%,4.1%,1.5,16.4%,10.9%
2015 Wimbledon R128,W vs Cibulkova,24,8,3.0,20.9%,7.0%,20,7,2.9,19.4%,6.8%,9.7%,9.7%,0.8,16.5%,20.0%
2015 Roland Garros R128,L vs Bencic,32,26,1.2,25.2%,20.5%,30,23,1.3,25.9%,19.8%,11.2%,12.9%,1.5,15.0%,10.2%
2015 Miami R128,L vs Bencic,39,50,0.8,24.8%,31.8%,38,43,0.9,26.8%,30.3%,14.8%,11.3%,1.2,15.3%,12.7%
2015 Dubai R32,L vs Halep,12,34,0.4,11.7%,33.0%,12,28,0.4,13.5%,31.5%,5.6%,7.9%,1.4,18.4%,13.6%
2015 Australian Open R64,L vs Muguruza,24,33,0.7,17.9%,24.6%,22,26,0.8,19.0%,22.4%,12.1%,6.9%,1.3,17.9%,13.4%
2015 Australian Open R128,W vs Zheng,18,23,0.8,15.1%,19.3%,17,22,0.8,15.0%,19.5%,10.6%,3.5%,0.6,10.9%,18.5%
2015 Auckland R32,W vs Errani,41,27,1.5,37.6%,24.8%,36,23,1.6,36.7%,23.5%,16.3%,20.4%,0.7,7.3%,10.1%
2014 US Open R64,L vs Cornet,15,31,0.5,13.8%,28.4%,15,27,0.6,14.6%,26.2%,7.8%,6.8%,1.7,13.8%,8.3%
2014 Montreal R64,L vs Wozniacki,18,34,0.5,17.5%,33.0%,14,30,0.5,15.1%,32.3%,10.8%,4.3%,2.0,17.5%,8.7%
2014 Wimbledon R128,L vs Bouchard,22,22,1.0,13.8%,13.8%,21,18,1.2,14.0%,12.0%,8.0%,5.3%,1.7,16.3%,9.4%
2014 Roland Garros R32,L vs Kerber,45,43,1.0,30.6%,29.3%,44,37,1.2,31.7%,26.6%,12.9%,18.7%,1.7,11.6%,6.8%
2014 Roland Garros R64,W vs Feuerstein,23,10,2.3,20.9%,9.1%,23,8,2.9,22.1%,7.7%,8.7%,13.5%,1.1,19.1%,18.2%
2014 Roland Garros R128,W vs Jaksic,53,42,1.3,29.8%,23.6%,53,36,1.5,31.9%,21.7%,18.7%,13.3%,3.2,16.3%,5.1%
2014 Australian Open R32,L vs Williams,10,19,0.5,9.3%,17.6%,8,17,0.5,8.7%,18.5%,,,1.2,23.1%,19.4%
2014 Australian Open R128,W vs Watson,37,44,0.8,19.5%,23.2%,31,42,0.7,18.1%,24.6%,,,0.6,14.2%,23.7%
2013 US Open QF,L vs Azarenka,19,18,1.1,17.8%,16.8%,16,15,1.1,16.7%,15.6%,,,1.1,15.9%,14.0%
2013 US Open R16,W vs Riske Amritraj,46,22,2.1,28.4%,13.6%,31,20,1.6,22.0%,14.2%,,,0.9,10.5%,12.3%
Career (40 matches),,1015,1150,0.9,18.1%,20.5%,928,1014,0.9,17.9%,19.6%,6.2%,5.5%,1.1,15.8%,14.8%
