Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,18,Hard,48,30,18,62.5%,8,5,3,62.5%,2000,2017,SF,36,1.07,4.1%,3.8%,62.6%,64.5%,46.8%,57.9%,45.1%,55.3%,43.3%
Roland Garros,14,Clay,37,23,14,62.2%,7,3,4,42.9%,2001,2016,R16,25,1.04,3.8%,3.9%,62.3%,61.3%,45.8%,55.5%,46.2%,52.5%,47.0%
Wimbledon,17,Grass,41,24,17,58.5%,9,7,2,77.8%,2000,2016,QF,30,1.02,4.2%,3.7%,66.7%,64.0%,47.5%,58.5%,42.5%,58.4%,45.6%
US Open,16,Hard,38,22,16,57.9%,7,5,2,71.4%,2000,2015,QF,30,1.03,5.2%,4.2%,60.6%,64.1%,47.8%,57.7%,43.5%,49.0%,47.4%
Olympics,3,,7,4,3,57.1%,0,0,0,-,2004,2012,R16,3,1.21,2.2%,3.9%,70.4%,64.3%,58.5%,62.6%,45.3%,42.9%,44.0%
Fed Cup,14,,46,32,14,69.6%,14,6,8,42.9%,2000,2017,,2,1.24,7.5%,5.2%,59.8%,75.0%,44.3%,62.6%,46.5%,76.5%,33.3%
Indian Wells,16,Hard,37,23,14,62.2%,10,7,3,70.0%,2001,2017,W,21,1.01,3.2%,4.8%,61.9%,65.0%,47.2%,58.2%,42.1%,59.7%,46.7%
Miami,16,Hard,26,10,16,38.5%,10,3,7,30.0%,2000,2015,R16,19,1.00,3.2%,4.0%,61.7%,63.3%,42.9%,55.5%,44.4%,51.4%,47.1%
Sydney,15,Hard,31,16,15,51.6%,3,2,1,66.7%,2001,2016,QF,19,0.96,2.7%,5.4%,62.5%,61.5%,43.7%,54.8%,43.4%,53.2%,49.3%
Rome,13,Clay,26,13,13,50.0%,4,2,2,50.0%,2001,2015,SF,15,1.06,2.6%,3.4%,65.5%,63.1%,47.0%,57.6%,45.1%,51.9%,48.0%
Luxembourg,12,Hard,30,18,12,60.0%,8,4,4,50.0%,2000,2016,F,20,1.05,4.8%,4.1%,62.4%,65.9%,49.1%,59.6%,42.4%,61.1%,40.3%
New Haven,12,Hard,24,12,12,50.0%,6,2,4,33.3%,2001,2016,SF,8,0.90,2.0%,5.4%,63.9%,63.9%,41.9%,56.0%,39.5%,58.5%,37.5%
Birmingham,11,Grass,32,22,10,68.8%,14,8,6,57.1%,1999,2015,W,22,1.12,5.4%,4.4%,65.2%,70.9%,49.8%,63.5%,40.8%,60.7%,40.3%
Linz,11,Hard,25,15,10,60.0%,9,4,5,44.4%,2002,2016,W,16,1.03,6.1%,3.7%,62.9%,65.8%,50.5%,60.1%,41.1%,56.1%,49.5%
Tokyo,11,Hard,20,9,11,45.0%,6,1,5,16.7%,2004,2016,QF,14,0.93,3.1%,5.1%,59.5%,62.3%,44.0%,54.9%,42.0%,56.8%,43.4%
Stanford,10,Hard,19,9,10,47.4%,4,2,2,50.0%,2003,2014,SF,14,1.03,3.0%,4.1%,59.8%,64.9%,43.1%,56.1%,45.1%,55.4%,43.0%
