Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2015 Miami R128,L vs Bencic,0.0%,-,7.0%,81.8%,16.5%,24.1%,0.0%,14.5%,31.6%,1.6%,25.0%,167,132
2015 Dubai R32,L vs Halep,0.0%,-,3.9%,50.0%,17.2%,23.8%,0.0%,7.8%,18.8%,2.0%,33.3%,135,103
2015 Australian Open R64,L vs Muguruza,0.0%,-,3.7%,40.0%,14.3%,22.2%,0.0%,18.5%,38.9%,0.0%,-,97,106
2015 Auckland R32,W vs Errani,0.0%,-,12.8%,92.9%,16.2%,13.9%,0.0%,21.1%,59.1%,0.5%,0.0%,125,141
2014 Montreal R64,L vs Wozniacki,0.0%,-,12.6%,61.5%,10.3%,21.4%,0.0%,3.3%,0.0%,1.7%,66.7%,74,57
2014 Australian Open R32,L vs Williams,0.0%,-,1.9%,100.0%,14.3%,16.7%,0.0%,6.7%,16.7%,0.0%,-,82,68
2013 US Open R64,W vs Duval,0.0%,-,2.8%,100.0%,28.6%,41.7%,0.0%,6.3%,42.9%,1.6%,0.0%,-17,31
2012 Olympics R16,L vs Wozniacki,0.0%,-,7.4%,87.5%,20.0%,33.3%,0.0%,13.0%,23.5%,2.8%,50.0%,92,49
2009 Indian Wells R32,W vs Cetkovska,0.0%,-,13.9%,73.9%,15.7%,18.2%,100.0%,7.0%,15.0%,2.8%,12.5%,41,24
2008 Australian Open SF,L vs Ivanovic,0.0%,-,11.0%,55.6%,27.3%,21.9%,0.0%,16.9%,33.3%,0.4%,100.0%,60,72
2007 Indian Wells F,W vs Kuznetsova,1.9%,100.0%,10.5%,91.7%,17.5%,17.6%,50.0%,12.2%,27.8%,1.0%,50.0%,-1,-21
2006 Zurich F,L vs Sharapova,0.0%,-,5.5%,77.8%,20.0%,31.3%,0.0%,11.9%,31.6%,1.4%,33.3%,90,50
2002 New Haven SF,L vs Williams,3.6%,0.0%,9.7%,70.0%,23.8%,33.3%,0.0%,2.6%,8.3%,0.0%,-,21,18
Career (13 matches),,0.4%,33.3%,8.1%,74.2%,18.3%,23.0%,22.2%,11.3%,27.8%,1.3%,31.3%,75,64
