Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2015 Miami R128,L vs Bencic,14.6%,23.6%,47.8%,20.8%,30.2%,45.2%,31.6%,38.2%,25.0%,6.9%,17.2%,51.9%,0.0%,58.3%,66.7%,-55
2015 Dubai R32,L vs Halep,11.5%,23.0%,43.8%,13.8%,34.5%,56.0%,27.3%,22.2%,33.3%,11.5%,15.4%,30.4%,0.0%,58.3%,50.0%,-11
2015 Australian Open R64,L vs Muguruza,13.6%,23.7%,31.8%,15.4%,28.2%,30.3%,33.3%,38.9%,25.0%,15.4%,23.1%,36.4%,0.0%,28.6%,25.0%,-4
2015 Auckland R32,W vs Errani,21.4%,33.9%,65.0%,28.9%,44.7%,70.4%,50.0%,30.0%,66.7%,7.1%,14.3%,53.8%,0.0%,28.6%,-,-55
2014 Montreal R64,L vs Wozniacki,16.7%,27.3%,31.4%,22.9%,40.0%,37.0%,70.0%,33.3%,50.0%,11.1%,14.8%,25.0%,58.3%,46.7%,60.0%,-7
2014 Australian Open R32,L vs Williams,36.5%,40.4%,25.8%,35.7%,39.3%,27.8%,7.1%,35.7%,100.0%,40.9%,45.5%,23.1%,0.0%,30.8%,100.0%,-3
2013 US Open R64,W vs Duval,18.8%,29.2%,62.2%,31.8%,40.9%,46.7%,50.0%,25.0%,0.0%,8.3%,20.8%,72.7%,0.0%,61.5%,100.0%,-30
2012 Olympics R16,L vs Wozniacki,21.6%,29.4%,45.9%,29.0%,38.7%,36.4%,42.9%,29.4%,20.0%,11.8%,17.6%,60.0%,0.0%,28.6%,-,-4
2009 Indian Wells R32,W vs Cetkovska,15.5%,26.2%,52.2%,22.9%,39.6%,56.8%,68.2%,50.0%,33.3%,5.9%,8.8%,46.9%,0.0%,77.8%,100.0%,-55
2008 Australian Open SF,L vs Ivanovic,19.7%,40.9%,60.4%,23.3%,53.5%,69.7%,52.4%,86.4%,100.0%,16.7%,22.2%,40.0%,10.0%,87.5%,100.0%,31
2007 Indian Wells F,W vs Kuznetsova,20.0%,30.9%,67.4%,29.7%,43.2%,76.9%,50.0%,47.1%,-,0.0%,5.9%,52.9%,0.0%,75.0%,100.0%,-119
2006 Zurich F,L vs Sharapova,20.2%,34.8%,44.9%,29.1%,50.9%,64.1%,33.3%,51.6%,30.0%,6.3%,9.4%,20.0%,11.1%,71.4%,0.0%,-51
2002 New Haven SF,L vs Williams,16.4%,25.5%,42.9%,25.8%,41.9%,65.2%,46.7%,37.5%,50.0%,5.0%,5.0%,15.8%,0.0%,42.9%,50.0%,-66
Career (13 matches),,18.5%,29.7%,47.9%,24.9%,40.7%,53.4%,44.5%,42.3%,37.7%,10.9%,16.4%,40.2%,7.1%,55.9%,60.0%,-10
