Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2022 Strasbourg R32,L vs Mertens,27% (3/11),67% (2/3),0/4,45% (5/11),20% (1/5),1/2,0/0,2/2,0/0,1/1
2019 W15 Antalya R32,W vs Sato,75% (9/12),67% (6/9),3/5,50% (6/12),0% (0/6),4/6,0/3,0/0,0/3,0/0
2019 W15 Antalya Q2,W vs Pysson,57% (4/7),50% (2/4),2/6,88% (7/8),0% (0/7),0/2,0/0,0/1,0/0,0/1
2019 W15 Antalya R32,L vs Oliynykova,46% (6/13),67% (4/6),1/6,69% (9/13),22% (2/9),0/3,0/0,0/1,0/0,0/0
2019 W15 Antalya R32,W vs Okuno,88% (7/8),100% (7/7),2/3,50% (4/8),25% (1/4),3/5,0/1,0/0,0/1,0/0
2019 W15 Antalya R32,L vs Cao,56% (5/9),80% (4/5),4/7,89% (8/9),13% (1/8),1/4,0/0,0/0,0/0,0/0
2017 Hammamet $15K R32,L vs Sanesi,56% (9/16),89% (8/9),5/9,81% (13/16),31% (4/13),2/7,0/1,1/1,0/0,0/0
2017 Hammamet $15K R16,L vs Bullani,50% (5/10),80% (4/5),2/6,70% (7/10),14% (1/7),2/4,0/0,2/2,0/0,1/1
2017 Hammamet $15K R32,W vs Erjavec,54% (7/13),86% (6/7),3/6,57% (8/14),25% (2/8),2/5,1/1,0/0,1/1,0/0
2022 (1 matches),,27.3%,66.7%,0.0%,45.5%,20.0%,50.0%,-,100.0%,-,100.0%
2019 (5 matches),,63.3%,74.2%,44.4%,68.0%,11.8%,40.0%,0.0%,0.0%,0.0%,0.0%
2017 (3 matches),,53.8%,85.7%,47.6%,70.0%,25.0%,37.5%,50.0%,100.0%,100.0%,100.0%
Career (9 matches),,55.6%,78.2%,42.3%,66.3%,17.9%,39.5%,16.7%,71.4%,20.0%,66.7%
