Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2026 Rotterdam R32,L vs Wawrinka,1.8%,0.0%,13.2%,75.0%,16.7%,27.3%,50.0%,4.8%,0.0%,0.0%,-,-13,16
2024 Rotterdam Q1,L vs Gaston,0.0%,-,15.3%,61.1%,13.9%,25.0%,14.3%,18.2%,11.1%,0.0%,-,3,34
Career (2 matches),,0.8%,0.0%,14.2%,67.6%,15.1%,25.9%,22.2%,11.7%,7.1%,0.0%,-,-5,26
