Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2026 Rotterdam R32,L vs Wawrinka,32.1%,46.4%,51.4%,40.5%,42.9%,62.9%,50.0%,56.3%,16.7%,47.1%,100.0%,16.7%,22.2%,53.3%,39
2024 Rotterdam Q1,L vs Gaston,22.4%,29.9%,47.9%,30.7%,32.4%,44.1%,69.6%,48.8%,47.4%,60.0%,33.3%,13.8%,17.2%,28.0%,15
Career (2 matches),,26.8%,37.4%,49.4%,35.2%,37.7%,53.6%,60.5%,52.6%,32.4%,53.1%,60.0%,14.9%,19.1%,37.5%,25
