Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2026 Rotterdam R32,L vs Wawrinka,0.79,0.61,41.1,2.2,3.3%,70.0%,0.0%,57.7%,24.2%,31.3%
2026 (1 matches),,0.79,0.61,41.1,2.2,3.3%,70.0%,0.0%,57.7%,24.2%,31.3%
Career (1 matches),,0.79,0.61,41.1,2.2,3.3%,70.0%,0.0%,57.7%,24.2%,31.3%
