Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-16),836,30,,,,,,,,,,,,
2025,1208,8,,,,,,,,,,,,
2023,1674,1,,,,,,,,,,,,
