Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2023 Wimbledon R128,L vs Bencic,30% (3/10),33% (1/3),0/2,40% (4/10),0% (0/4),0/1,0/0,1/3,0/0,0/1
2023 United Cup RR,W vs Hives,60% (6/10),100% (6/6),1/3,44% (4/9),25% (1/4),3/5,1/1,0/0,0/0,0/0
2023 United Cup RR,W vs Parrizas Diaz,58% (7/12),86% (6/7),2/3,33% (4/12),25% (1/4),6/6,2/2,1/1,1/1,0/0
2022 Wimbledon R128,L vs Kostyuk,27% (4/15),75% (3/4),0/4,47% (7/15),43% (3/7),1/2,0/0,1/1,0/0,1/1
2022 Bad Homburg R16,L vs Andreescu,20% (2/10),50% (1/2),1/3,40% (4/10),25% (1/4),1/1,0/0,2/2,0/0,1/1
2021 Wimbledon R128,L vs Keys,0% (0/10),- (0/0),0/2,44% (4/9),50% (2/4),0/0,0/0,2/2,0/0,1/1
2019 W60 Lexington KY R16,W vs Zhang,83% (5/6),100% (5/5),0/0,0% (0/7),- (0/0),5/5,2/2,0/0,1/1,0/0
2019 Wimbledon R128,L vs Siegemund,11% (1/9),100% (1/1),0/4,56% (5/9),20% (1/5),1/1,0/0,1/1,0/0,1/1
2019 W100 Ilkley R32,W vs Parmentier,27% (3/11),67% (2/3),0/1,9% (1/11),0% (0/1),2/2,1/1,1/1,1/1,0/0
2019 W25 Rome R32,W vs Meliss,75% (6/8),100% (6/6),1/2,25% (2/8),0% (0/2),6/6,2/2,0/0,1/1,0/0
2019 W25 Calvi QF,L vs Albie,11% (1/9),100% (1/1),0/4,50% (4/8),0% (0/4),0/1,0/0,0/0,0/0,0/0
2019 W25 Calvi R16,W vs Gervais,47% (7/15),57% (4/7),1/3,29% (4/14),25% (1/4),4/4,1/2,1/1,0/1,0/0
2019 W25 Calvi R32,W vs Romeo,56% (5/9),100% (5/5),2/2,56% (5/9),60% (3/5),4/5,2/2,0/0,1/1,0/0
2019 W25 Irapuato SF,L vs Cepede Royg,31% (4/13),75% (3/4),2/4,69% (9/13),44% (4/9),1/3,1/1,0/1,0/0,0/1
2019 W25 Irapuato QF,W vs Thandi,44% (4/9),100% (4/4),1/1,22% (2/9),50% (1/2),3/4,2/2,0/0,1/1,0/0
2019 W25 Irapuato R16,W vs Stevanovic,78% (7/9),57% (4/7),0/1,22% (2/9),50% (1/2),4/4,2/2,0/0,1/1,0/0
2019 W60 Burnie R16,L vs Sorribes Tormo,59% (10/17),80% (8/10),2/7,53% (8/15),13% (1/8),3/7,1/4,1/1,0/2,0/0
2019 W60 Burnie R32,W vs Elie,71% (5/7),100% (5/5),0/0,0% (0/7),- (0/0),4/4,1/1,0/0,0/0,0/0
2019 W25 Playford SF,L vs Rybakina,70% (7/10),43% (3/7),2/5,56% (5/9),0% (0/5),2/3,0/0,0/0,0/0,0/0
2019 W25 Playford QF,W vs Mcphee,64% (9/14),78% (7/9),0/2,55% (6/11),50% (3/6),2/4,0/0,0/0,0/0,0/0
2023 (3 matches),,50.0%,81.3%,37.5%,38.7%,16.7%,75.0%,100.0%,50.0%,100.0%,0.0%
2022 (2 matches),,24.0%,66.7%,14.3%,44.0%,36.4%,66.7%,-,100.0%,-,100.0%
2021 (1 matches),,0.0%,-,0.0%,44.4%,50.0%,-,-,100.0%,-,100.0%
2019 (16 matches),,50.0%,78.0%,30.6%,34.4%,29.6%,78.9%,80.0%,85.7%,66.7%,50.0%
2018 (5 matches),,27.5%,78.6%,13.3%,49.0%,33.3%,44.4%,100.0%,80.0%,-,100.0%
Career (69 matches),,45.3%,75.8%,29.1%,39.4%,30.7%,76.1%,77.9%,68.8%,67.9%,53.3%
