Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2022 United Cup RR,W vs Parrizas Diaz,85.7%,52.8%,0.0%,0/0,2.18,17.8%,90.0%,53.7%,0.0%,2.10,26.7%,90.0%,50.0%,0.0%,2.35,0.0%
2022 United Cup RR,W vs Hives,61.9%,71.8%,6.3%,0/4,2.37,8.6%,71.8%,71.4%,5.1%,2.33,11.1%,68.8%,72.7%,12.5%,2.51,0.0%
2022 Bad Homburg R16,L vs Andreescu,62.9%,43.6%,9.7%,2/4,2.22,2.7%,62.5%,28.0%,2.5%,1.84,6.3%,70.0%,71.4%,25.0%,2.52,0.0%
2019 ITF Lexington R16,W vs Zhang,68.2%,76.7%,2.3%,0/1,2.15,11.8%,74.2%,69.6%,0.0%,1.84,20.0%,77.8%,100.0%,11.1%,2.59,0.0%
2015 Birmingham R64,L vs Pironkova,62.3%,48.5%,3.8%,2/0,2.85,3.2%,53.1%,41.2%,3.1%,2.66,7.1%,76.2%,56.3%,4.8%,3.00,0.0%
Career (5 matches),,69.6%,57.3%,4.2%,30.8%,2.35,9.1%,72.8%,53.7%,2.0%,2.17,15.5%,76.7%,65.2%,10.5%,2.61,0.0%
