Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,3,1,2,33.3%,3-2,60.0%,30-23,56.6%,0-2,0.0%,3,79.3%,29.6%,2.5%,8.3%,59.3%,62.0%,48.2%,56.4%,41.8%,49.4%,0.96,R16 (W50 Orlando FL)
2025,51,41,10,80.4%,86-20,81.1%,585-343,63.0%,4-3,57.1%,51,76.1%,50.2%,6.0%,6.1%,66.6%,69.6%,47.7%,62.3%,50.6%,56.2%,1.34,W (4x)
2024,11,4,7,36.4%,10-13,43.5%,102-110,48.1%,0-2,0.0%,0,,,,,,,,,,,,QF (2x)
2023,24,13,11,54.2%,29-18,61.7%,253-202,55.6%,2-5,28.6%,4,61.4%,40.4%,4.3%,9.9%,54.5%,67.7%,37.5%,54.0%,46.6%,50.0%,1.01,F (W100 Surbiton)
2022,28,21,7,75.0%,47-19,71.2%,343-241,58.7%,2-0,100.0%,2,62.5%,29.4%,3.9%,5.5%,67.2%,57.0%,47.6%,53.9%,42.2%,48.5%,0.92,W (3x)
2021,24,15,9,62.5%,30-16,65.2%,237-180,56.8%,3-0,100.0%,0,,,,,,,,,,,,W (2x)
2020,6,3,3,50.0%,7-5,58.3%,60-46,56.6%,0-0,-,0,,,,,,,,,,,,R16 (3x)
2019,38,26,12,68.4%,58-28,67.4%,456-331,57.9%,4-3,57.1%,0,,,,,,,,,,,,W (W25 Claremont CA)
2018,39,26,13,66.7%,56-28,66.7%,429-350,55.1%,3-1,75.0%,0,,,,,,,,,,,,W (Monzon $25K)
2017,41,29,12,70.7%,59-27,68.6%,453-322,58.5%,2-4,33.3%,0,,,,,,,,,,,,W (3x)
2016,19,9,10,47.4%,21-23,47.7%,192-217,46.9%,3-2,60.0%,2,57.1%,30.0%,4.9%,6.3%,44.4%,59.4%,48.8%,53.5%,39.2%,46.7%,0.84,QF (2x)
2015,17,13,4,76.5%,26-10,72.2%,201-140,58.9%,4-1,80.0%,0,,,,,,,,,,,,W (2x)
Career,301,201,100,66.8%,432-209,67.4%,3341-2505,57.2%,27-23,54.0%,62,73.8%,47.0%,5.5%,6.5%,64.3%,68.3%,46.5%,60.5%,49.2%,54.6%,1.25,
