Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,13,7,6,53.8%,16-12,57.1%,140-116,54.7%,1-2,33.3%,9,65.9%,42.7%,3.4%,7.1%,63.3%,65.2%,41.8%,56.6%,48.1%,52.2%,1.11
Grass,15,2,13,13.3%,8-27,22.9%,137-190,41.9%,0-3,0.0%,15,66.0%,18.8%,7.1%,6.4%,58.2%,68.8%,40.4%,56.9%,35.3%,46.4%,0.82
Grand Slams,7,1,6,14.3%,3-12,20.0%,54-81,40.0%,0-0,-,7,60.6%,18.8%,6.6%,8.3%,55.3%,68.8%,38.1%,55.1%,35.4%,45.5%,0.79
Premiers,3,0,3,0.0%,2-6,25.0%,32-44,42.1%,0-1,0.0%,3,62.2%,23.7%,7.0%,5.3%,59.6%,66.9%,38.0%,55.3%,37.3%,46.1%,0.83
Internationals,14,6,8,42.9%,14-17,45.2%,144-143,50.2%,1-3,25.0%,13,71.2%,31.1%,5.4%,6.0%,62.6%,67.5%,44.8%,59.0%,42.8%,50.8%,1.05
Semi-finals,1,0,1,0.0%,0-0,-,0-0,-,0-0,-,1,0.0%,0.0%,0.0%,16.7%,83.3%,40.0%,0.0%,33.3%,38.9%,37.5%,0.58
Quarter-finals,1,1,0,100.0%,2-1,66.7%,15-12,55.6%,0-0,-,1,71.4%,38.5%,1.3%,6.3%,74.7%,71.2%,45.0%,64.6%,46.5%,54.5%,1.31
vs Righties,23,8,15,34.8%,21-31,40.4%,232-246,48.5%,1-3,25.0%,21,68.5%,27.2%,5.7%,6.4%,60.7%,68.7%,41.6%,58.1%,40.2%,49.2%,0.96
vs Lefties,4,1,3,25.0%,3-6,33.3%,34-46,42.5%,0-1,0.0%,2,43.8%,16.7%,10.2%,8.3%,51.9%,53.6%,42.3%,48.1%,38.1%,42.7%,0.73
