Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,2,Hard,3,1,2,33.3%,0,0,0,-,2022,2023,Q2,3,0.91,2.5%,6.0%,60.2%,57.0%,41.3%,50.7%,44.7%,59.4%,62.5%
Roland Garros,3,Clay,5,2,3,40.0%,0,0,0,-,2019,2023,Q3,5,0.86,6.8%,5.2%,59.6%,60.7%,38.7%,51.8%,41.7%,43.5%,61.3%
Wimbledon,9,Grass,14,5,9,35.7%,3,1,2,33.3%,2015,2025,R64,11,0.93,5.5%,6.7%,59.4%,65.8%,42.1%,56.1%,40.7%,51.2%,50.0%
US Open,2,Hard,4,2,2,50.0%,0,0,0,-,2018,2019,Q3,4,0.87,7.7%,6.3%,51.9%,73.8%,44.2%,59.6%,35.1%,66.7%,34.8%
Fed Cup,1,,3,2,1,66.7%,0,0,0,-,2016,2016,,0,,,,,,,,,,
United Cup,2,Hard,4,2,2,50.0%,1,0,1,0.0%,2023,2026,W,3,1.24,5.0%,6.0%,67.5%,67.4%,46.2%,60.5%,49.0%,47.4%,42.1%
Nottingham,3,Grass,5,2,3,40.0%,2,0,2,0.0%,2018,2023,R32,5,0.94,7.5%,4.2%,59.2%,68.3%,47.1%,59.6%,38.0%,62.5%,38.9%
Miami,3,Hard,4,1,3,25.0%,0,0,0,-,2016,2023,Q2,4,0.88,4.6%,6.6%,58.4%,60.4%,39.6%,51.7%,42.3%,57.7%,42.4%
Birmingham,3,Grass,3,0,3,0.0%,1,0,1,0.0%,2015,2022,R64,3,0.80,2.9%,6.4%,59.9%,60.2%,40.6%,52.3%,37.9%,40.9%,35.3%
Eastbourne,3,Grass,3,0,3,0.0%,2,0,2,0.0%,2017,2019,R64,3,0.82,6.1%,4.9%,59.7%,64.3%,40.6%,54.8%,37.2%,50.0%,52.6%
