Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2022 United Cup RR,W vs Parrizas Diaz,31.3%,44.8%,48.9%,40.0%,56.0%,50.0%,40.0%,30.0%,33.3%,6.3%,12.5%,46.7%,27.3%,20.0%,-,-51
2022 United Cup RR,W vs Hives,20.4%,20.4%,54.3%,20.6%,20.6%,59.3%,35.7%,40.0%,66.7%,27.3%,27.3%,37.5%,33.3%,0.0%,-,111
2022 Bad Homburg R16,L vs Andreescu,37.5%,43.8%,37.8%,54.3%,60.0%,56.3%,46.2%,22.7%,20.0%,19.2%,26.9%,23.8%,38.5%,15.4%,0.0%,21
2019 ITF Lexington R16,W vs Zhang,44.1%,52.9%,76.5%,50.0%,65.0%,80.0%,57.1%,30.8%,-,41.7%,41.7%,71.4%,16.7%,50.0%,-,68
2015 Birmingham R64,L vs Pironkova,27.1%,29.2%,32.3%,46.2%,50.0%,35.7%,33.3%,7.1%,0.0%,5.6%,5.6%,29.4%,40.0%,37.5%,100.0%,-66
Career (5 matches),,31.7%,38.2%,47.3%,41.2%,49.7%,54.6%,40.9%,27.3%,28.6%,18.1%,21.7%,36.8%,32.6%,24.3%,50.0%,59
