Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2019 Wimbledon R64,L vs Davis,85.2,88.8,5.6,91.8,89.2,107,74,77.1,2.7,76.0,77.3,82,71
2019 Wimbledon R128,W vs Maria,86.3,93.5,7.2,95.8,87.6,107,74,74.3,3.3,74.3,78.0,79,67
2018 US Open R32,L vs Cibulkova,86.7,92.4,5.7,96.8,90.0,104,83,74.5,2.6,74.2,74.0,79,70
2018 US Open R64,W vs Larsson,86.5,94.0,5.3,100.6,94.6,107,79,76.2,3.1,76.5,75.0,81,68
2018 US Open R128,W vs Gasparyan,89.3,96.7,3.9,97.8,96.5,104,88,77.0,2.7,77.0,76.3,81,70
2018 Wimbledon F,W vs Williams,90.3,96.6,4.3,97.9,96.0,104,88,77.4,3.6,75.6,77.0,87,72
2018 Wimbledon SF,W vs Ostapenko,90.8,95.8,4.1,95.7,93.8,106,87,75.0,2.8,74.3,,81,71
2018 Wimbledon QF,W vs Kasatkina,87.0,92.9,6.2,97.0,91.3,105,83,72.3,3.2,73.7,,78,67
2018 Wimbledon R16,W vs Bencic,85.4,92.8,7.2,98.7,91.6,104,75,74.1,4.4,75.8,68.0,91,68
2018 Wimbledon R32,W vs Osaka,91.3,97.2,5.6,99.3,97.6,104,73,76.9,2.1,79.0,76.0,81,73
2018 Wimbledon R64,W vs Liu,89.2,94.6,6.0,97.2,94.6,106,82,75.1,4.5,73.5,69.0,82,65
2018 Wimbledon R128,W vs Zvonareva,87.8,92.5,7.4,95.2,92.3,106,79,76.3,6.4,73.0,72.0,91,67
2017 US Open R128,L vs Osaka,85.9,89.0,3.5,,88.6,95,82,78.6,4.5,78.7,88.0,88,70
2017 Wimbledon R16,L vs Muguruza,84.0,89.3,4.4,89.0,89.1,98,78,73.1,2.6,72.5,73.0,79,68
2017 Wimbledon R32,W vs Rogers,86.5,90.6,5.6,92.4,89.2,101,79,76.6,4.6,80.6,,87,68
2017 Wimbledon R64,W vs Flipkens,85.1,87.6,4.9,89.4,87.2,102,77,74.8,2.4,75.0,,78,70
2017 Wimbledon R128,W vs Falconi,86.6,90.9,4.1,91.4,92.3,100,85,78.8,3.1,78.5,77.0,86,73
2017 Roland Garros R128,L vs Makarova,86.3,91.8,3.3,,94.0,98,87,78.4,4.1,74.0,,87,74
2017 Australian Open R16,L vs Vandeweghe,87.8,93.3,4.0,94.0,90.0,101,85,79.3,3.5,85.0,77.5,85,74
2017 Australian Open R32,W vs Pliskova,84.0,86.3,4.6,84.0,90.6,97,80,78.6,2.8,78.0,,84,74
Career (104 matches),,86.3,91.6,5.2,93.9,91.6,107,63,76.2,3.7,76.5,77.0,99,61
