Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2024 Olympics QF,L vs Zheng,20.2%,25.6%,47.0%,23.9%,31.5%,52.9%,31.7%,62.7%,88.9%,11.8%,11.8%,33.3%,0.0%,34.8%,0.0%,-6
2024 Olympics R16,W vs Fernandez,18.4%,24.5%,47.4%,21.2%,30.3%,53.8%,16.7%,73.3%,100.0%,14.3%,14.3%,33.3%,0.0%,50.0%,100.0%,25
2024 Olympics R32,W vs Cristian,20.2%,30.3%,51.3%,23.3%,34.2%,50.0%,24.2%,55.0%,50.0%,13.0%,21.7%,55.0%,0.0%,46.2%,-,14
2024 Olympics R64,W vs Osaka,26.0%,46.0%,67.6%,30.6%,52.8%,64.0%,31.3%,45.0%,0.0%,14.3%,28.6%,75.0%,0.0%,42.9%,-,-104
2024 Roland Garros R128,L vs Rus,10.9%,15.6%,49.1%,12.0%,18.0%,56.8%,9.5%,41.4%,33.3%,7.1%,7.1%,23.1%,0.0%,16.7%,0.0%,-104
2024 Rome R16,L vs Swiatek,20.3%,21.7%,46.9%,25.6%,25.6%,46.9%,20.8%,89.5%,100.0%,15.0%,20.0%,47.1%,0.0%,83.3%,100.0%,14
2024 Rome R64,W vs Kudermetova,23.5%,31.4%,60.5%,24.3%,32.4%,57.1%,5.3%,83.3%,-,23.1%,30.8%,70.0%,0.0%,87.5%,-,-18
2024 Indian Wells R16,L vs Wozniacki,14.3%,25.7%,42.1%,13.2%,26.4%,37.0%,12.0%,67.9%,87.5%,21.4%,28.6%,63.6%,0.0%,50.0%,100.0%,84
2024 Linz R32,L vs Bronzetti,13.6%,20.3%,40.8%,14.6%,24.4%,34.3%,50.0%,56.5%,50.0%,12.5%,12.5%,57.1%,11.1%,57.1%,100.0%,9
2024 United Cup F,L vs Swiatek,16.7%,21.4%,37.1%,22.2%,25.9%,33.3%,40.0%,41.7%,0.0%,6.7%,13.3%,42.9%,33.3%,22.2%,0.0%,-104
2024 United Cup QF,L vs Sakkari,9.6%,13.5%,37.8%,11.4%,17.1%,45.2%,25.0%,84.2%,83.3%,6.7%,6.7%,21.4%,12.5%,100.0%,100.0%,-51
2024 United Cup RR,L vs Garcia,40.0%,44.0%,32.6%,40.0%,44.0%,30.0%,28.6%,65.5%,87.5%,43.5%,47.8%,38.5%,7.7%,100.0%,100.0%,-7
2023 United Cup RR,L vs Paolini,12.6%,21.1%,41.8%,11.0%,21.9%,44.6%,30.0%,72.7%,75.0%,22.2%,22.2%,28.6%,0.0%,92.3%,83.3%,17
2022 Roland Garros R128,W vs Frech,11.1%,16.7%,46.2%,8.7%,15.9%,47.6%,20.0%,61.8%,66.7%,21.1%,21.1%,40.0%,0.0%,60.0%,60.0%,11
2022 Strasbourg F,W vs Juvan,15.7%,24.8%,47.6%,16.2%,26.1%,51.6%,37.0%,80.0%,92.9%,16.2%,24.3%,35.5%,0.0%,94.7%,100.0%,40
2022 Indian Wells R16,L vs Swiatek,12.3%,13.6%,40.6%,14.6%,16.7%,39.0%,45.8%,66.7%,50.0%,11.5%,11.5%,43.5%,0.0%,53.3%,33.3%,-14
2022 Indian Wells R64,W vs Zheng,16.0%,25.5%,48.8%,18.2%,28.8%,51.9%,37.9%,67.6%,75.0%,15.2%,24.2%,42.9%,0.0%,73.3%,60.0%,25
2021 BJK Cup Finals RR,W vs Krejcikova,21.9%,35.4%,57.4%,30.2%,47.6%,63.6%,46.2%,67.6%,100.0%,7.7%,15.4%,45.8%,0.0%,69.2%,100.0%,-49
2021 Indian Wells QF,L vs Badosa,15.0%,26.7%,46.8%,18.2%,36.4%,48.1%,50.0%,58.8%,100.0%,13.0%,17.4%,45.0%,0.0%,25.0%,50.0%,9
2021 US Open R16,L vs Fernandez,14.1%,23.9%,48.1%,17.5%,28.6%,48.1%,34.5%,70.6%,75.0%,6.9%,13.8%,48.1%,0.0%,68.8%,0.0%,-104
Last 52 Weeks (13 matches),,19.1%,26.3%,46.1%,20.8%,29.5%,47.0%,25.1%,63.7%,71.1%,16.7%,20.6%,43.8%,4.9%,59.5%,71.4%,17
Career (170 matches),,18.1%,26.8%,49.5%,20.8%,31.7%,51.7%,34.5%,66.9%,72.1%,15.0%,20.1%,45.0%,2.6%,60.2%,68.3%,34
