Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,12,4,8,33.3%,10-18,35.7%,108-144,42.9%,1-0,100.0%,12,52.4%,33.1%,1.0%,3.6%,70.3%,54.7%,44.9%,51.8%,43.3%,47.6%,0.90
Clay,10,6,4,60.0%,13-9,59.1%,112-98,53.3%,2-1,66.7%,5,65.9%,43.9%,1.7%,6.4%,66.3%,62.4%,43.0%,55.9%,47.7%,51.9%,1.08
Grass,3,0,3,0.0%,1-6,14.3%,32-41,43.8%,0-1,0.0%,3,74.3%,16.2%,4.6%,3.8%,70.5%,67.1%,40.0%,59.1%,32.7%,46.2%,0.80
Grand Slams,3,0,3,0.0%,1-6,14.3%,24-40,37.5%,0-0,-,2,54.5%,21.7%,0.0%,1.4%,69.2%,59.6%,31.8%,51.0%,38.6%,44.6%,0.79
Premiers,4,0,4,0.0%,1-8,11.1%,31-52,37.3%,0-1,0.0%,4,56.1%,19.5%,4.3%,6.3%,68.4%,59.7%,37.9%,52.8%,34.5%,44.4%,0.73
Internationals,5,1,4,20.0%,3-9,25.0%,42-64,39.6%,1-0,100.0%,5,49.0%,29.6%,0.8%,1.9%,72.5%,54.0%,44.0%,51.2%,42.0%,46.6%,0.86
Finals,1,0,1,0.0%,0-2,0.0%,3-12,20.0%,0-0,-,1,42.9%,0.0%,0.0%,0.0%,64.3%,48.1%,46.7%,47.6%,32.2%,38.6%,0.61
Semi-finals,1,1,0,100.0%,2-1,66.7%,17-14,54.8%,1-0,100.0%,1,53.3%,53.3%,1.0%,1.0%,78.8%,57.7%,38.1%,53.5%,50.9%,52.1%,1.09
Quarter-finals,2,0,2,0.0%,1-4,20.0%,20-31,39.2%,1-1,50.0%,1,28.6%,12.5%,0.0%,3.8%,63.5%,48.5%,31.6%,42.3%,34.6%,38.5%,0.60
vs Righties,22,9,13,40.9%,22-29,43.1%,225-251,47.3%,3-2,60.0%,19,59.1%,33.0%,1.6%,4.1%,69.4%,58.3%,43.8%,53.9%,43.0%,48.5%,0.93
vs Lefties,3,1,2,33.3%,2-4,33.3%,27-32,45.8%,0-0,-,1,60.0%,18.2%,5.7%,5.7%,71.4%,60.0%,40.0%,54.3%,29.8%,43.3%,0.65
vs Top 10,5,1,4,20.0%,3-9,25.0%,48-69,41.0%,1-1,50.0%,4,51.3%,26.2%,1.5%,5.9%,61.3%,55.2%,44.2%,50.9%,40.8%,45.7%,0.83
