Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2024,25,10,15,40.0%,24-33,42.1%,252-283,47.1%,3-2,60.0%,20,59.1%,32.2%,1.8%,4.2%,69.5%,58.4%,43.6%,53.9%,42.4%,48.3%,0.92,F (United Cup)
2022,24,13,11,54.2%,31-27,53.4%,284-268,51.4%,4-2,66.7%,24,65.9%,37.2%,1.8%,4.4%,67.0%,60.8%,47.1%,56.3%,44.6%,50.4%,1.02,W (Strasbourg)
2021,46,30,16,65.2%,61-45,57.5%,528-459,53.5%,3-5,37.5%,46,67.7%,39.4%,1.8%,5.1%,65.6%,62.9%,45.9%,57.1%,45.5%,51.2%,1.06,W (Bad Homburg)
2020,13,7,6,53.8%,15-12,55.6%,136-124,52.3%,2-4,33.3%,13,70.5%,35.2%,2.0%,4.8%,67.0%,63.5%,46.3%,57.8%,43.0%,50.4%,1.02,R16 (3x)
2019,48,28,20,58.3%,66-45,59.5%,545-478,53.3%,8-4,66.7%,47,67.6%,38.9%,1.9%,4.5%,62.7%,63.2%,48.4%,57.7%,45.8%,51.6%,1.08,F (2x)
2018,65,46,19,70.8%,100-49,67.1%,778-606,56.2%,10-6,62.5%,65,69.7%,42.9%,2.3%,4.6%,63.9%,64.8%,47.9%,58.7%,47.2%,52.8%,1.14,W (2x)
2017,53,29,24,54.7%,66-55,54.5%,589-550,51.7%,7-4,63.6%,53,71.4%,32.9%,1.9%,4.9%,66.3%,64.1%,48.2%,58.7%,42.8%,50.6%,1.04,F (Monterrey)
2016,83,63,20,75.9%,129-52,71.3%,964-704,57.8%,11-3,78.6%,81,72.3%,43.7%,2.3%,3.8%,64.6%,64.7%,49.4%,59.3%,47.0%,53.0%,1.16,W (3x)
2015,76,53,23,69.7%,117-59,66.5%,908-706,56.3%,7-7,50.0%,53,67.4%,43.5%,1.8%,3.2%,70.8%,63.1%,50.3%,59.3%,45.5%,52.2%,1.12,W (4x)
2014,71,47,24,66.2%,103-61,62.8%,849-698,54.9%,14-7,66.7%,62,-,-,2.3%,4.0%,65.8%,63.0%,44.9%,56.8%,46.5%,51.6%,1.08,F (4x)
2013,68,45,23,66.2%,101-57,63.9%,823-654,55.7%,9-9,50.0%,65,83.9%,26.7%,3.2%,4.3%,62.3%,64.5%,48.2%,58.3%,46.4%,52.3%,1.11,W (Linz)
2012,82,60,22,73.2%,121-63,65.8%,958-746,56.2%,8-9,47.1%,73,-,-,2.6%,3.8%,65.1%,64.8%,48.8%,59.2%,46.3%,52.8%,1.14,W (2x)
2011,37,17,20,45.9%,46-43,51.7%,416-398,51.1%,3-3,50.0%,35,-,-,2.0%,5.1%,61.7%,61.9%,44.7%,55.3%,46.6%,50.9%,1.04,SF (3x)
2010,42,23,19,54.8%,54-43,55.7%,467-434,51.8%,6-0,100.0%,38,-,-,2.4%,4.8%,63.4%,62.6%,44.7%,56.0%,45.7%,50.8%,1.04,F (Bogota)
2009,9,3,6,33.3%,8-13,38.1%,96-111,46.4%,1-0,100.0%,9,-,-,1.2%,5.2%,66.6%,57.9%,39.3%,51.7%,44.8%,48.3%,0.93,R16 (2x)
2008,22,7,15,31.8%,17-31,35.4%,204-249,45.0%,1-4,20.0%,17,-,-,1.2%,4.2%,66.9%,56.6%,41.3%,51.5%,45.3%,48.5%,0.94,R16 (2x)
2007,18,6,12,33.3%,13-26,33.3%,154-191,44.6%,0-1,0.0%,15,-,-,0.9%,6.1%,62.1%,61.6%,41.1%,53.8%,42.4%,48.1%,0.92,QF ('s-Hertogenbosch)
2006,2,1,1,50.0%,2-3,40.0%,23-25,47.9%,1-0,100.0%,0,,,,,,,,,,,,R16 (Hasselt)
Career,784,488,296,62.2%,1074-717,60.0%,8974-7684,53.9%,98-70,58.3%,716,69.0%,39.8%,2.2%,4.4%,65.1%,63.2%,47.1%,57.6%,45.7%,51.6%,1.08,
