Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2024 Olympics QF,L vs Zheng,0.0%,-,2.6%,33.3%,12.7%,25.0%,7.4%,4.0%,5.0%,2.1%,30.0%,-112,-83
2024 Olympics R16,W vs Fernandez,0.0%,-,4.3%,100.0%,30.6%,50.0%,0.0%,9.4%,18.2%,1.8%,25.0%,-2,-11
2024 Olympics R32,W vs Cristian,0.0%,-,6.2%,33.3%,16.4%,23.9%,6.9%,8.3%,8.3%,2.8%,54.5%,-40,-29
2024 Olympics R64,W vs Osaka,0.0%,-,2.8%,66.7%,16.9%,33.3%,8.3%,14.3%,20.0%,3.1%,80.0%,-67,-38
2024 Roland Garros R128,L vs Rus,0.0%,-,6.6%,75.0%,10.3%,17.1%,100.0%,4.3%,21.1%,1.6%,0.0%,-69,-83
2024 Rome R16,L vs Swiatek,0.0%,-,4.6%,83.3%,10.0%,15.4%,10.0%,6.8%,0.0%,0.4%,100.0%,-98,-56
2024 Rome R64,W vs Kudermetova,0.0%,-,4.7%,75.0%,9.4%,6.9%,5.6%,22.9%,50.0%,0.0%,-,-42,-27
2024 Indian Wells R16,L vs Wozniacki,0.0%,-,1.6%,50.0%,14.2%,20.5%,0.0%,9.9%,20.0%,0.4%,0.0%,5,16
2024 Linz R32,L vs Bronzetti,0.0%,-,9.3%,55.6%,19.0%,20.8%,16.7%,2.8%,0.0%,2.1%,25.0%,66,32
2024 United Cup F,L vs Swiatek,0.0%,-,3.0%,33.3%,19.3%,20.0%,11.1%,12.2%,33.3%,0.6%,0.0%,-11,-17
2024 United Cup QF,L vs Sakkari,0.0%,-,2.9%,33.3%,8.3%,16.0%,0.0%,3.3%,7.1%,1.4%,33.3%,-38,-51
2024 United Cup RR,L vs Garcia,0.0%,-,4.1%,66.7%,18.5%,21.4%,33.3%,7.0%,8.3%,0.6%,0.0%,-39,27
2023 United Cup RR,L vs Paolini,0.0%,-,1.8%,66.7%,13.0%,27.5%,5.9%,10.1%,27.3%,1.4%,50.0%,-40,-50
2022 Roland Garros R128,W vs Frech,0.0%,-,11.4%,69.6%,8.0%,18.7%,3.3%,6.2%,15.0%,4.1%,29.6%,-93,-98
2022 Strasbourg F,W vs Juvan,0.0%,-,11.8%,74.3%,12.1%,21.2%,8.7%,11.9%,18.6%,3.1%,44.4%,-33,-35
2022 Indian Wells R16,L vs Swiatek,0.0%,-,1.2%,0.0%,8.1%,18.2%,7.4%,5.0%,0.0%,1.3%,25.0%,-42,-26
2022 Indian Wells R64,W vs Zheng,0.0%,-,0.5%,100.0%,11.4%,6.5%,9.5%,8.5%,9.5%,0.8%,33.3%,-62,-37
2021 BJK Cup Finals RR,W vs Krejcikova,0.0%,-,4.0%,87.5%,18.0%,21.4%,5.6%,13.3%,30.4%,2.3%,50.0%,-4,15
2021 Indian Wells QF,L vs Badosa,0.0%,-,10.9%,71.4%,12.7%,17.6%,0.0%,9.2%,13.6%,0.7%,50.0%,31,27
2021 US Open R16,L vs Fernandez,0.0%,-,5.7%,63.6%,14.2%,44.4%,0.0%,5.8%,25.0%,0.3%,0.0%,-89,-87
Last 52 Weeks (13 matches),,0.0%,-,4.0%,58.6%,14.5%,22.9%,8.7%,7.4%,13.9%,1.5%,38.0%,-45,-35
Career (170 matches),,0.0%,20.0%,5.5%,68.3%,13.0%,22.3%,6.2%,8.1%,17.0%,1.1%,29.1%,-46,-39
