Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2019 Cincinnati R64,L vs Kontaveit,25% (3/12),67% (2/3),1/4,54% (7/13),29% (2/7),1/2,0/0,2/3,0/0,1/1
2019 Eastbourne QF,W vs Halep,50% (5/10),100% (5/5),0/2,22% (2/9),0% (0/2),2/4,1/1,0/0,0/0,0/0
2019 Eastbourne R16,W vs Peterson,33% (3/9),100% (3/3),0/0,20% (2/10),50% (1/2),2/2,0/0,1/2,0/0,0/0
2019 Eastbourne R32,W vs Stosur,42% (5/12),100% (5/5),1/2,42% (5/12),60% (3/5),3/4,2/2,0/0,1/1,0/0
2019 Mallorca R16,W vs Sharapova,56% (5/9),100% (5/5),1/1,30% (3/10),33% (1/3),2/4,1/3,0/0,0/2,0/0
2019 Mallorca R32,W vs Bonaventure,42% (8/19),88% (7/8),1/4,25% (5/20),0% (0/5),4/5,1/4,0/0,0/0,0/0
2019 Madrid R64,W vs Tsurenko,75% (6/8),100% (6/6),3/3,44% (4/9),25% (1/4),4/6,2/2,0/0,1/1,0/0
2019 Stuttgart QF,L vs Bertens,0% (0/10),- (0/0),0/2,44% (4/9),50% (2/4),0/0,0/0,1/1,0/0,1/1
2019 Stuttgart R16,W vs Petkovic,56% (5/9),100% (5/5),1/2,44% (4/9),50% (2/4),3/5,2/2,0/0,1/1,0/0
2019 Monterrey SF,L vs Azarenka,57% (8/14),50% (4/8),1/5,69% (9/13),33% (3/9),2/4,1/2,1/2,0/0,1/1
2019 Monterrey QF,W vs Flipkens,56% (5/9),60% (3/5),0/0,0% (0/9),- (0/0),3/3,2/2,0/0,1/1,0/0
2019 Monterrey R16,W vs Muchova,56% (5/9),60% (3/5),0/1,40% (4/10),75% (3/4),2/3,2/2,0/0,1/1,0/0
2019 Monterrey R32,W vs Kucova,70% (7/10),86% (6/7),0/3,50% (5/10),20% (1/5),2/5,0/1,1/1,0/0,0/0
2019 Miami R32,L vs Andreescu,36% (5/14),80% (4/5),1/5,54% (7/13),14% (1/7),3/4,1/1,0/1,0/0,0/0
2019 Miami R64,W vs Muchova,46% (6/13),83% (5/6),2/3,43% (6/14),33% (2/6),3/4,1/1,0/1,1/1,0/0
2019 Indian Wells F,L vs Andreescu,21% (3/14),100% (3/3),1/3,33% (5/15),20% (1/5),1/3,1/1,1/2,0/0,0/1
2019 Indian Wells SF,W vs Bencic,78% (7/9),100% (7/7),2/4,44% (4/9),0% (0/4),3/5,0/0,0/0,0/0,0/0
2019 Indian Wells QF,W vs Williams,50% (5/10),60% (3/5),1/2,27% (3/11),33% (1/3),2/3,1/2,1/1,1/1,0/0
2019 Indian Wells R16,W vs Sabalenka,57% (8/14),88% (7/8),1/4,38% (5/13),20% (1/5),4/5,0/0,1/1,0/0,0/0
2019 Indian Wells R32,W vs Vikhlyantseva,77% (10/13),70% (7/10),2/4,42% (5/12),20% (1/5),5/6,1/2,0/0,0/1,0/0
2019 (30 matches),,48.8%,78.3%,33.3%,40.4%,27.8%,72.9%,70.6%,53.8%,69.2%,50.0%
2018 (60 matches),,54.7%,79.3%,48.2%,40.7%,26.9%,70.9%,67.8%,57.8%,64.4%,75.0%
2017 (50 matches),,44.8%,70.1%,22.4%,39.1%,28.7%,75.2%,89.1%,68.1%,86.4%,71.4%
2016 (77 matches),,52.4%,83.1%,44.8%,41.1%,30.9%,69.3%,78.7%,65.4%,73.8%,55.6%
2015 (42 matches),,59.6%,81.2%,44.4%,41.3%,27.2%,71.6%,71.4%,68.2%,72.7%,50.0%
Career (442 matches),,51.9%,79.4%,40.4%,41.4%,28.5%,70.8%,73.9%,63.7%,72.9%,62.6%
