Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2011,5,4,1,80.0%,8-2,80.0%,56-41,57.7%,1-0,100.0%,0,,,,,,,,,,,,F (Nassau 100K)
2010,3,2,1,66.7%,4-2,66.7%,31-23,57.4%,1-0,100.0%,0,,,,,,,,,,,,QF (Bronx NY 100K)
2009,21,12,9,57.1%,25-19,56.8%,220-184,54.5%,2-2,50.0%,0,,,,,,,,,,,,W (Pozoblanco 50K)
2008,29,22,7,75.9%,47-18,72.3%,359-231,60.8%,4-4,50.0%,0,,,,,,,,,,,,W (2x)
2007,48,38,10,79.2%,80-27,74.8%,564-364,60.8%,4-4,50.0%,0,,,,,,,,,,,,W (4x)
2006,36,29,7,80.6%,60-24,71.4%,465-324,58.9%,3-5,37.5%,0,,,,,,,,,,,,W (3x)
2005,17,8,9,47.1%,19-20,48.7%,176-174,50.3%,0-2,0.0%,0,,,,,,,,,,,,F (Monzon 25K)
2004,19,13,6,68.4%,30-15,66.7%,236-185,56.1%,3-3,50.0%,0,,,,,,,,,,,,W (Opole 25K)
2003,7,3,4,42.9%,7-9,43.8%,65-74,46.8%,0-1,0.0%,0,,,,,,,,,,,,QF (Oporto 25K)
Career,185,131,54,70.8%,280-136,67.3%,2172-1600,57.6%,18-21,46.2%,0,,,,,,,,,,,,
