Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,487,302,185,62.0%,664-457,59.2%,5546-4778,53.7%,56-48,53.8%,443,67.9%,39.9%,2.1%,4.8%,64.0%,62.7%,47.0%,57.0%,46.1%,51.5%,1.07
Clay,169,96,73,56.8%,211-158,57.2%,1813-1638,52.5%,22-9,71.0%,152,66.9%,39.5%,1.8%,3.9%,66.7%,62.0%,45.1%,56.3%,45.4%,50.9%,1.04
Grass,118,84,34,71.2%,184-91,66.9%,1476-1140,56.4%,18-11,62.1%,114,76.6%,39.4%,2.8%,3.3%,67.4%,66.5%,50.0%,61.1%,44.9%,52.8%,1.16
Carpet,10,6,4,60.0%,15-11,57.7%,139-128,52.1%,2-2,50.0%,7,-,-,3.6%,3.6%,63.8%,67.1%,47.9%,60.2%,44.4%,51.9%,1.12
Grand Slams,178,120,58,67.4%,263-146,64.3%,2113-1702,55.4%,19-15,55.9%,170,71.1%,43.3%,2.3%,3.6%,65.2%,63.7%,48.1%,58.3%,46.5%,52.2%,1.11
Premiers,294,180,114,61.2%,396-276,58.9%,3356-2912,53.5%,43-28,60.6%,282,68.1%,38.9%,2.2%,4.3%,66.1%,63.1%,47.5%,57.8%,45.1%,51.3%,1.07
Internationals,150,91,59,60.7%,202-141,58.9%,1691-1476,53.4%,17-14,54.8%,134,69.7%,36.3%,2.2%,5.0%,64.1%,63.4%,45.6%,57.0%,46.3%,51.6%,1.08
Finals,33,14,19,42.4%,37-46,44.6%,382-416,47.9%,5-4,55.6%,31,69.8%,29.5%,2.4%,3.3%,67.2%,62.7%,46.9%,57.5%,41.5%,49.4%,0.98
Semi-finals,63,32,31,50.8%,76-67,53.1%,688-657,51.2%,9-8,52.9%,59,65.7%,40.1%,1.9%,4.3%,64.2%,62.8%,45.6%,56.7%,44.1%,50.3%,1.02
Quarter-finals,98,60,38,61.2%,127-88,59.1%,1077-943,53.3%,13-12,52.0%,93,70.2%,38.4%,2.4%,4.2%,65.6%,62.9%,47.0%,57.4%,45.5%,51.5%,1.07
vs Righties,710,444,266,62.5%,978-644,60.3%,8144-6949,54.0%,87-63,58.0%,651,68.6%,39.9%,2.2%,4.4%,65.0%,63.1%,47.1%,57.5%,45.8%,51.6%,1.08
vs Lefties,69,41,28,59.4%,90-68,57.0%,782-685,53.3%,11-7,61.1%,60,73.8%,38.0%,2.5%,4.2%,66.0%,65.1%,46.5%,58.8%,44.4%,51.5%,1.08
vs Top 10,114,43,71,37.7%,105-158,39.9%,1197-1336,47.3%,14-16,46.7%,100,66.3%,35.1%,2.1%,4.4%,64.0%,62.0%,45.1%,55.9%,42.1%,49.1%,0.95
