Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
1979,,,75,1607,,,58,1574,62,1545,,,,
1978,,,74,1609,,,,,60,1547,,,,
1977,,,85,1557,,,70,1541,68,1522,,,,
1976,,,78,1592,,,80,1546,64,1553,,,,
1975,,,115,1509,88,1433,96,1502,87,1468,,,,
1974,,,85,1574,,,72,1562,71,1516,,,,
1973,,,59,1646,57,1499,52,1629,57,1572,,,,
1972,,,38,1731,41,1565,36,1681,42,1626,,,,
1971,,,64,1570,,,63,1537,55,1511,,,,
1970,,,48,1672,34,1542,40,1639,45,1603,,,,
1969,,,44,1668,37,1534,39,1625,40,1569,,,,
1968,,,56,1584,42,1457,72,1467,49,1513,,,,
1967,,,76,1438,,,69,1405,72,1358,,,,
1966,,,108,1334,,,105,1283,98,1323,,,,
