Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
1979,27,19,8,70.4%,36-17,67.9%,280-211,57.0%,5-3,62.5%,0,,,,,,,,,,,,W (Frinton-On-Sea)
1978,29,21,8,72.4%,43-19,69.4%,319-225,58.6%,1-2,33.3%,0,,,,,,,,,,,,W (2x)
1977,15,7,8,46.7%,16-17,48.5%,150-150,50.0%,0-1,0.0%,0,,,,,,,,,,,,F (3x)
1976,26,16,10,61.5%,31-25,55.4%,251-240,51.1%,0-0,-,0,,,,,,,,,,,,W (Frinton-On-Sea)
1975,12,3,9,25.0%,8-19,29.6%,96-142,40.3%,0-0,-,0,,,,,,,,,,,,SF (Dublin)
1974,25,14,11,56.0%,26-23,53.1%,213-210,50.4%,1-0,100.0%,0,,,,,,,,,,,,W (Frinton-On-Sea)
1973,27,12,15,44.4%,30-32,48.4%,276-282,49.5%,1-1,50.0%,0,,,,,,,,,,,,W (Frinton-On-Sea)
1972,62,32,30,51.6%,67-63,51.5%,610-586,51.0%,4-5,44.4%,0,,,,,,,,,,,,
1971,45,19,26,42.2%,45-56,44.6%,458-469,49.4%,0-1,0.0%,0,,,,,,,,,,,,F (2x)
1970,76,45,31,59.2%,99-74,57.2%,845-755,52.8%,1-0,100.0%,0,,,,,,,,,,,,W (4x)
1969,58,35,23,60.3%,72-59,55.0%,621-593,51.2%,0-0,-,0,,,,,,,,,,,,W (4x)
1968,39,20,19,51.3%,47-44,51.6%,434-408,51.5%,0-0,-,0,,,,,,,,,,,,W (2x)
1967,28,15,13,53.6%,34-27,55.7%,306-274,52.8%,0-0,-,0,,,,,,,,,,,,W (Birmingham)
1966,14,5,9,35.7%,12-18,40.0%,122-141,46.4%,0-0,-,0,,,,,,,,,,,,SF (Torquay)
1965,9,4,5,44.4%,10-11,47.6%,88-93,48.6%,0-0,-,0,,,,,,,,,,,,SF (St. Austell)
1964,1,0,1,0.0%,1-2,33.3%,16-18,47.1%,0-0,-,0,,,,,,,,,,,,R64 (Torquay)
1963,1,0,1,0.0%,1-2,33.3%,14-18,43.8%,0-0,-,0,,,,,,,,,,,,R16 (Torquay)
Career,494,267,227,54.0%,578-508,53.2%,5099-4815,51.4%,13-13,50.0%,0,,,,,,,,,,,,
