Date,Tournament,Surface,Rd,,Score
03-Aug-1970,Ilkley,,F,Rita Bentley [GBR] / Patti Hogan [USA] d. Molesworth / Lindsey Beaven [GBR],7-9 8-6 6-0
27-Jul-1970,Newcastle,Grass,F,Molesworth / Patti Hogan [USA] d. Lindsey Beaven / Rita Bentley [GBR],7-5 9-7
06-Jul-1970,Felixstowe,Grass,F,Robyn Legge / Marilyn Pryde [NZL] d. Molesworth / Lindsey Beaven [GBR],6-1 1-6 6-1
25-May-1970,Surbiton,Grass,F,Ann Jones / Joyce Williams [GBR] d. Molesworth / Kerry Reid [AUS],3-6 6-3 6-2
13-Apr-1970,Hampstead,Clay,F,Patricia Edwards / Evonne Goolagong [AUS] d. Molesworth / Jill Cooper [GBR],6-3 9-7
31-Mar-1970,Stalybridge,Clay,F,Patricia Edwards / Evonne Goolagong [AUS] d. Molesworth / Jill Cooper [GBR],6-3 6-1
27-Mar-1970,Southport England,Clay,F,Shirley Bloomer / Joyce Williams [GBR] d. Molesworth / Jill Cooper [GBR],6-3 6-0
25-Aug-1969,Budleigh Salterton,Grass,F,Molesworth / Wendy Hall [GBR] d. Rita Bentley / Judy Congdon [GBR],6-3 6-2
02-Jun-1969,Barnes,Grass,F,Molesworth / Jill Cooper [GBR] d. Lindsey Beaven / Shirley Bloomer [GBR],3-6 6-1 6-4
21-Apr-1969,Hampstead,Clay,F,Winnie Shaw / Joyce Williams [GBR] d. Molesworth / Jill Cooper [GBR],6-1 6-1
05-Aug-1968,Llanelly,,F,Wendy Hall / Mrs C Joy [GBR] d. Molesworth / Dianne Bridger [GBR],6-2 4-6 6-2
