Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,17,3,14,17.6%,12-34,26.1%,191-263,42.1%,4-3,57.1%,15,70.3%,10.7%,6.6%,2.5%,64.7%,64.4%,47.1%,58.3%,31.4%,45.2%,0.75
Clay,10,2,8,20.0%,11-18,37.9%,131-158,45.3%,4-1,80.0%,10,73.0%,16.8%,5.1%,1.7%,66.9%,66.6%,51.4%,61.6%,34.0%,47.7%,0.89
Grass,5,1,4,20.0%,6-11,35.3%,74-92,44.6%,2-2,50.0%,3,72.7%,11.4%,10.2%,2.0%,70.3%,73.3%,36.8%,62.5%,29.6%,46.2%,0.79
Grand Slams,8,2,6,25.0%,10-19,34.5%,128-152,45.7%,3-1,75.0%,8,77.1%,13.0%,8.1%,2.4%,65.4%,70.0%,48.5%,62.5%,32.5%,47.5%,0.87
Masters,1,0,1,0.0%,0-2,0.0%,5-12,29.4%,0-0,-,1,55.6%,0.0%,5.6%,1.9%,68.5%,54.1%,52.9%,53.7%,15.8%,38.0%,0.34
Other Tours,15,2,13,13.3%,10-23,30.3%,137-187,42.3%,3-2,60.0%,15,71.6%,13.2%,5.5%,1.7%,65.9%,66.2%,48.3%,60.1%,31.6%,45.9%,0.79
Best of 5,14,4,10,28.6%,17-34,33.3%,226-280,44.7%,6-3,66.7%,11,73.1%,12.9%,6.9%,2.4%,66.6%,66.8%,48.0%,60.5%,32.9%,46.9%,0.83
Best of 3,18,2,16,11.1%,12-29,29.3%,170-233,42.2%,4-3,57.1%,17,70.1%,13.3%,5.9%,2.0%,65.7%,65.7%,47.4%,59.4%,31.5%,45.6%,0.78
vs Righties,30,6,24,20.0%,27-60,31.0%,371-484,43.4%,9-5,64.3%,27,71.4%,13.0%,6.3%,2.1%,66.2%,66.2%,47.7%,59.9%,32.4%,46.3%,0.81
vs Lefties,1,0,1,0.0%,1-1,50.0%,8-10,44.4%,0-0,-,1,76.9%,15.4%,10.8%,2.7%,63.5%,70.2%,48.1%,62.2%,25.4%,44.7%,0.67
vs Top 10,4,0,4,0.0%,1-12,7.7%,46-79,36.8%,1-0,100.0%,4,69.4%,3.2%,4.6%,2.9%,66.6%,64.1%,49.6%,59.3%,24.6%,43.3%,0.60
